condition,model,mode,embed_model,gpt_model,sections,embeds,accuracy,precision,recall,f1,roc_auc,hold_accuracy,hold_precision,hold_recall,hold_f1,hold_roc_auc,file
acute myocardial infarction,knn,inprompt,ember-v1,gpt4,all,all_embeds,0.9037800687285223,0.26666666666666666,0.19047619047619047,0.2222222222222222,0.8562610229276896,0.9041533546325878,0.6190476190476191,0.37142857142857144,0.4642857142857143,0.6962487153134636,inprompt_ember-v1_gpt4_embeddings.csv
gi bleed,knn,inprompt,ember-v1,gpt4,all,all_embeds,0.9105431309904153,0.375,0.4090909090909091,0.391304347826087,0.8621524523586379,0.9424778761061947,0.75,0.5714285714285714,0.6486486486486487,0.8780487804878049,inprompt_ember-v1_gpt4_embeddings.csv
acute liver injury,knn,inprompt,ember-v1,gpt4,all,all_embeds,0.921161825726141,0.5625,0.42857142857142855,0.4864864864864865,0.8888528138528139,0.8828125,0.5,0.16666666666666666,0.25,0.6399705014749263,inprompt_ember-v1_gpt4_embeddings.csv
acute kidney injury,knn,inprompt,ember-v1,gpt4,all,all_embeds,0.8897338403041825,0.6206896551724138,0.5,0.5538461538461539,0.8101443954968184,0.9364705882352942,0.3888888888888889,0.30434782608695654,0.34146341463414637,0.8190028120268225,inprompt_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,knn,inprompt,ember-v1,gpt4,all,support,0.8969072164948454,0.2631578947368421,0.23809523809523808,0.25,0.812610229276896,0.9041533546325878,0.6086956521739131,0.4,0.4827586206896552,0.6977389516957863,inprompt_ember-v1_gpt4_embeddings.csv
gi bleed,knn,inprompt,ember-v1,gpt4,all,support,0.8977635782747604,0.3333333333333333,0.45454545454545453,0.38461538461538464,0.8876913464542331,0.9380530973451328,0.7058823529411765,0.5714285714285714,0.631578947368421,0.849012775842044,inprompt_ember-v1_gpt4_embeddings.csv
acute liver injury,knn,inprompt,ember-v1,gpt4,all,support,0.9294605809128631,0.6428571428571429,0.42857142857142855,0.5142857142857142,0.9153679653679653,0.876953125,0.4,0.1,0.16,0.659052359882006,inprompt_ember-v1_gpt4_embeddings.csv
acute kidney injury,knn,inprompt,ember-v1,gpt4,all,support,0.8821292775665399,0.5806451612903226,0.5,0.5373134328358209,0.856767009300049,0.9364705882352942,0.4,0.34782608695652173,0.37209302325581395,0.8416612589227773,inprompt_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,knn,inprompt,ember-v1,gpt4,all,refute,0.9175257731958762,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.8154320987654321,0.9009584664536742,0.6,0.34285714285714286,0.43636363636363634,0.6577081192189106,inprompt_ember-v1_gpt4_embeddings.csv
gi bleed,knn,inprompt,ember-v1,gpt4,all,refute,0.9105431309904153,0.35,0.3181818181818182,0.3333333333333333,0.7863167760074976,0.9336283185840708,0.75,0.42857142857142855,0.5454545454545454,0.8421602787456446,inprompt_ember-v1_gpt4_embeddings.csv
acute liver injury,knn,inprompt,ember-v1,gpt4,all,refute,0.941908713692946,0.7692307692307693,0.47619047619047616,0.5882352941176471,0.9007575757575759,0.87890625,0.4444444444444444,0.13333333333333333,0.20512820512820512,0.6205936578171092,inprompt_ember-v1_gpt4_embeddings.csv
acute kidney injury,knn,inprompt,ember-v1,gpt4,all,refute,0.8745247148288974,0.5517241379310345,0.4444444444444444,0.49230769230769234,0.7622980910425843,0.9388235294117647,0.4117647058823529,0.30434782608695654,0.35,0.7747133895738698,inprompt_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,logistic,rag,ember-v1,gpt4,all,all_embeds,0.9209621993127147,0.52,0.5416666666666666,0.5306122448979592,0.8138264669163546,0.6325878594249201,0.19696969696969696,0.7428571428571429,0.31137724550898205,0.7776464542651593,rag_ember-v1_gpt4_embeddings.csv
gi bleed,logistic,rag,ember-v1,gpt4,all,all_embeds,0.8785942492012779,0.41935483870967744,0.3939393939393939,0.40625,0.7786796536796536,0.6238938053097345,0.18627450980392157,0.9047619047619048,0.3089430894308943,0.8601626016260162,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,logistic,rag,ember-v1,gpt4,all,all_embeds,0.8962655601659751,0.36363636363636365,0.42105263157894735,0.3902439024390244,0.7887624466571835,0.560546875,0.17647058823529413,0.75,0.2857142857142857,0.6997603244837758,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,logistic,rag,ember-v1,gpt4,all,all_embeds,0.8897338403041825,0.59375,0.5428571428571428,0.5671641791044776,0.8472431077694236,0.5905882352941176,0.11282051282051282,0.9565217391304348,0.2018348623853211,0.868213281418992,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,logistic,rag,ember-v1,gpt4,all,support,0.8969072164948454,0.39285714285714285,0.4583333333333333,0.4230769230769231,0.7617041198501874,0.5782747603833865,0.174496644295302,0.7428571428571429,0.2826086956521739,0.7250770811921892,rag_ember-v1_gpt4_embeddings.csv
gi bleed,logistic,rag,ember-v1,gpt4,all,support,0.8402555910543131,0.2702702702702703,0.30303030303030304,0.2857142857142857,0.7642857142857142,0.6150442477876106,0.19444444444444445,1.0,0.32558139534883723,0.848548199767712,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,logistic,rag,ember-v1,gpt4,all,support,0.8879668049792531,0.3333333333333333,0.42105263157894735,0.37209302325581395,0.7515410146989094,0.552734375,0.15789473684210525,0.65,0.254071661237785,0.6805678466076696,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,logistic,rag,ember-v1,gpt4,all,support,0.8669201520912547,0.5,0.4857142857142857,0.4927536231884058,0.7916040100250628,0.548235294117647,0.09569377990430622,0.8695652173913043,0.1724137931034483,0.8197058187324249,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,logistic,rag,ember-v1,gpt4,all,refute,0.8934707903780069,0.3939393939393939,0.5416666666666666,0.45614035087719296,0.8275593008739077,0.6357827476038339,0.2074074074074074,0.8,0.32941176470588235,0.7768756423432682,rag_ember-v1_gpt4_embeddings.csv
gi bleed,logistic,rag,ember-v1,gpt4,all,refute,0.8626198083067093,0.3333333333333333,0.30303030303030304,0.31746031746031744,0.7296536796536797,0.6017699115044248,0.1834862385321101,0.9523809523809523,0.3076923076923077,0.8346109175377469,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,logistic,rag,ember-v1,gpt4,all,refute,0.8796680497925311,0.2916666666666667,0.3684210526315789,0.32558139534883723,0.7667140825035561,0.55078125,0.15725806451612903,0.65,0.2532467532467532,0.6574852507374631,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,logistic,rag,ember-v1,gpt4,all,refute,0.8517110266159695,0.45,0.5142857142857142,0.48,0.8272556390977444,0.5247058823529411,0.09502262443438914,0.9130434782608695,0.1721311475409836,0.873350638113779,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,rf,rag,ember-v1,gpt4,all,all_embeds,0.9175257731958762,0.0,0.0,0.0,0.8334113607990014,0.8881789137380192,0.0,0.0,0.0,0.5186536485097638,rag_ember-v1_gpt4_embeddings.csv
gi bleed,rf,rag,ember-v1,gpt4,all,all_embeds,0.8945686900958466,0.0,0.0,0.0,0.7726731601731602,0.9070796460176991,0.0,0.0,0.0,0.5720092915214866,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,rf,rag,ember-v1,gpt4,all,all_embeds,0.921161825726141,0.0,0.0,0.0,0.8276434329065908,0.8828125,0.0,0.0,0.0,0.504830383480826,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,rf,rag,ember-v1,gpt4,all,all_embeds,0.8669201520912547,0.0,0.0,0.0,0.8565789473684212,0.9458823529411765,0.0,0.0,0.0,0.576952195544019,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,rf,rag,ember-v1,gpt4,all,support,0.9175257731958762,0.0,0.0,0.0,0.8052434456928839,0.8881789137380192,0.0,0.0,0.0,0.6194244604316547,rag_ember-v1_gpt4_embeddings.csv
gi bleed,rf,rag,ember-v1,gpt4,all,support,0.8945686900958466,0.0,0.0,0.0,0.7990259740259741,0.9070796460176991,0.0,0.0,0.0,0.4816492450638792,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,rf,rag,ember-v1,gpt4,all,support,0.921161825726141,0.5,0.05263157894736842,0.09523809523809523,0.8317923186344238,0.8828125,0.0,0.0,0.0,0.5721238938053097,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,rf,rag,ember-v1,gpt4,all,support,0.8669201520912547,0.0,0.0,0.0,0.8649749373433584,0.9458823529411765,0.0,0.0,0.0,0.6817542721176726,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,rf,rag,ember-v1,gpt4,all,refute,0.9175257731958762,0.0,0.0,0.0,0.8125780274656679,0.8881789137380192,0.0,0.0,0.0,0.632836587872559,rag_ember-v1_gpt4_embeddings.csv
gi bleed,rf,rag,ember-v1,gpt4,all,refute,0.8945686900958466,0.0,0.0,0.0,0.7728354978354978,0.9070796460176991,0.0,0.0,0.0,0.5444831591173054,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,rf,rag,ember-v1,gpt4,all,refute,0.921161825726141,0.0,0.0,0.0,0.8563300142247511,0.8828125,0.0,0.0,0.0,0.5355641592920354,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,rf,rag,ember-v1,gpt4,all,refute,0.8593155893536122,0.0,0.0,0.0,0.8509398496240601,0.9458823529411765,0.0,0.0,0.0,0.5428834090417477,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,knn,rag,ember-v1,gpt4,all,all_embeds,0.9072164948453608,0.36363636363636365,0.16666666666666666,0.22857142857142856,0.8054775280898876,0.8881789137380192,0.5,0.3142857142857143,0.38596491228070173,0.7299588900308325,rag_ember-v1_gpt4_embeddings.csv
gi bleed,knn,rag,ember-v1,gpt4,all,all_embeds,0.8817891373801917,0.3333333333333333,0.12121212121212122,0.17777777777777778,0.7396103896103896,0.9203539823008849,0.5882352941176471,0.47619047619047616,0.5263157894736842,0.829849012775842,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,knn,rag,ember-v1,gpt4,all,all_embeds,0.9377593360995851,0.6428571428571429,0.47368421052631576,0.5454545454545454,0.8242057847321005,0.884765625,0.5294117647058824,0.15,0.23376623376623376,0.6465892330383481,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,knn,rag,ember-v1,gpt4,all,all_embeds,0.8783269961977186,0.5882352941176471,0.2857142857142857,0.38461538461538464,0.8191102756892232,0.9505882352941176,0.5454545454545454,0.5217391304347826,0.5333333333333333,0.9301860263897902,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,knn,rag,ember-v1,gpt4,all,support,0.9140893470790378,0.45454545454545453,0.20833333333333334,0.2857142857142857,0.8406679151061174,0.8817891373801917,0.46153846153846156,0.34285714285714286,0.39344262295081966,0.7707091469681397,rag_ember-v1_gpt4_embeddings.csv
gi bleed,knn,rag,ember-v1,gpt4,all,support,0.8881789137380192,0.4375,0.21212121212121213,0.2857142857142857,0.7027056277056276,0.9203539823008849,0.6363636363636364,0.3333333333333333,0.4375,0.8588850174216028,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,knn,rag,ember-v1,gpt4,all,support,0.91701244813278,0.47058823529411764,0.42105263157894735,0.4444444444444444,0.8163821716453296,0.89453125,0.6875,0.18333333333333332,0.2894736842105263,0.5956120943952802,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,knn,rag,ember-v1,gpt4,all,support,0.8859315589353612,0.6923076923076923,0.2571428571428571,0.375,0.7543859649122808,0.9552941176470588,0.6111111111111112,0.4782608695652174,0.5365853658536586,0.8638870863075925,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,knn,rag,ember-v1,gpt4,all,refute,0.9003436426116839,0.2222222222222222,0.08333333333333333,0.12121212121212122,0.776607365792759,0.8753993610223643,0.4,0.22857142857142856,0.2909090909090909,0.65,rag_ember-v1_gpt4_embeddings.csv
gi bleed,knn,rag,ember-v1,gpt4,all,refute,0.8817891373801917,0.3,0.09090909090909091,0.13953488372093023,0.6975649350649351,0.9026548672566371,0.47368421052631576,0.42857142857142855,0.45,0.7535423925667828,rag_ember-v1_gpt4_embeddings.csv
acute liver injury,knn,rag,ember-v1,gpt4,all,refute,0.9253112033195021,0.5384615384615384,0.3684210526315789,0.4375,0.8396159317211949,0.88671875,0.5625,0.15,0.23684210526315788,0.6106010324483776,rag_ember-v1_gpt4_embeddings.csv
acute kidney injury,knn,rag,ember-v1,gpt4,all,refute,0.8669201520912547,0.5,0.2,0.2857142857142857,0.7817042606516291,0.9482352941176471,0.5263157894736842,0.43478260869565216,0.47619047619047616,0.9166666666666666,rag_ember-v1_gpt4_embeddings.csv
acute myocardial infarction,logistic,basic,ember-v1,gpt35,all,all_embeds,0.9003436426116839,0.3181818181818182,0.3333333333333333,0.32558139534883723,0.8691358024691358,0.6006389776357828,0.17857142857142858,0.7142857142857143,0.2857142857142857,0.7250256937307298,basic_ember-v1_gpt35_embeddings.csv
gi bleed,logistic,basic,ember-v1,gpt35,all,all_embeds,0.8753993610223643,0.22580645161290322,0.3181818181818182,0.2641509433962264,0.7591377694470478,0.5752212389380531,0.168141592920354,0.9047619047619048,0.2835820895522388,0.9101045296167247,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,logistic,basic,ember-v1,gpt35,all,all_embeds,0.921161825726141,0.5384615384615384,0.6666666666666666,0.5957446808510638,0.9235930735930735,0.544921875,0.15810276679841898,0.6666666666666666,0.25559105431309903,0.6669985250737464,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,logistic,basic,ember-v1,gpt35,all,all_embeds,0.8631178707224335,0.5,0.4444444444444444,0.47058823529411764,0.7741067058247675,0.5952941176470589,0.11794871794871795,1.0,0.21100917431192662,0.8971987886653687,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,logistic,basic,ember-v1,gpt35,all,support,0.8934707903780069,0.34375,0.5238095238095238,0.41509433962264153,0.8758377425044092,0.5878594249201278,0.16901408450704225,0.6857142857142857,0.2711864406779661,0.6819630010277492,basic_ember-v1_gpt35_embeddings.csv
gi bleed,logistic,basic,ember-v1,gpt35,all,support,0.8626198083067093,0.24390243902439024,0.45454545454545453,0.31746031746031744,0.7502343017806936,0.5973451327433629,0.17592592592592593,0.9047619047619048,0.29457364341085274,0.8698025551684089,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,logistic,basic,ember-v1,gpt35,all,support,0.91701244813278,0.5172413793103449,0.7142857142857143,0.6,0.8898268398268397,0.529296875,0.1532567049808429,0.6666666666666666,0.24922118380062305,0.6882558997050148,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,logistic,basic,ember-v1,gpt35,all,support,0.8365019011406845,0.40540540540540543,0.4166666666666667,0.410958904109589,0.7776554087126775,0.5623529411764706,0.1024390243902439,0.9130434782608695,0.18421052631578946,0.8670776552022497,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,logistic,basic,ember-v1,gpt35,all,refute,0.9037800687285223,0.37037037037037035,0.47619047619047616,0.4166666666666667,0.7941798941798942,0.5782747603833865,0.1830065359477124,0.8,0.2978723404255319,0.7688078108941419,basic_ember-v1_gpt35_embeddings.csv
gi bleed,logistic,basic,ember-v1,gpt35,all,refute,0.8753993610223643,0.2571428571428571,0.4090909090909091,0.3157894736842105,0.7620274914089347,0.6150442477876106,0.17647058823529413,0.8571428571428571,0.2926829268292683,0.8859465737514517,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,logistic,basic,ember-v1,gpt35,all,refute,0.9294605809128631,0.5909090909090909,0.6190476190476191,0.6046511627906976,0.9272727272727272,0.517578125,0.13618677042801555,0.5833333333333334,0.22082018927444794,0.613495575221239,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,logistic,basic,ember-v1,gpt35,all,refute,0.844106463878327,0.43902439024390244,0.5,0.4675324675324675,0.7704356338717573,0.5976470588235294,0.11458333333333333,0.9565217391304348,0.20465116279069767,0.8693489076357344,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,rf,basic,ember-v1,gpt35,all,all_embeds,0.9278350515463918,0.0,0.0,0.0,0.8703703703703705,0.8881789137380192,0.0,0.0,0.0,0.5850462487153134,basic_ember-v1_gpt35_embeddings.csv
gi bleed,rf,basic,ember-v1,gpt35,all,all_embeds,0.9297124600638977,0.0,0.0,0.0,0.8552014995313963,0.9070796460176991,0.0,0.0,0.0,0.4174216027874564,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,rf,basic,ember-v1,gpt35,all,all_embeds,0.91701244813278,1.0,0.047619047619047616,0.09090909090909091,0.8814935064935066,0.8828125,0.0,0.0,0.0,0.5470132743362832,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,rf,basic,ember-v1,gpt35,all,all_embeds,0.8631178707224335,0.0,0.0,0.0,0.7889133627019089,0.9458823529411765,0.0,0.0,0.0,0.5508327925589445,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,rf,basic,ember-v1,gpt35,all,support,0.9278350515463918,0.0,0.0,0.0,0.87663139329806,0.8881789137380192,0.0,0.0,0.0,0.5653134635149023,basic_ember-v1_gpt35_embeddings.csv
gi bleed,rf,basic,ember-v1,gpt35,all,support,0.9297124600638977,0.0,0.0,0.0,0.7535145267104031,0.9070796460176991,0.0,0.0,0.0,0.46248548199767714,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,rf,basic,ember-v1,gpt35,all,support,0.9128630705394191,0.0,0.0,0.0,0.9102813852813854,0.8828125,0.0,0.0,0.0,0.5158185840707964,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,rf,basic,ember-v1,gpt35,all,support,0.8631178707224335,0.0,0.0,0.0,0.8347405775819873,0.9458823529411765,0.0,0.0,0.0,0.6664503569110967,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,rf,basic,ember-v1,gpt35,all,refute,0.9278350515463918,0.0,0.0,0.0,0.846825396825397,0.8881789137380192,0.0,0.0,0.0,0.6308838643371018,basic_ember-v1_gpt35_embeddings.csv
gi bleed,rf,basic,ember-v1,gpt35,all,refute,0.9297124600638977,0.0,0.0,0.0,0.7973289597000937,0.9070796460176991,0.0,0.0,0.0,0.5449477351916376,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,rf,basic,ember-v1,gpt35,all,refute,0.9253112033195021,0.8,0.19047619047619047,0.3076923076923077,0.8795454545454545,0.8828125,0.0,0.0,0.0,0.5285766961651918,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,rf,basic,ember-v1,gpt35,all,refute,0.8631178707224335,0.0,0.0,0.0,0.7933186490455213,0.9458823529411765,0.0,0.0,0.0,0.6720203331170236,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,knn,basic,ember-v1,gpt35,all,all_embeds,0.9243986254295533,0.45454545454545453,0.23809523809523808,0.3125,0.841358024691358,0.8817891373801917,0.46153846153846156,0.34285714285714286,0.39344262295081966,0.6491264131551902,basic_ember-v1_gpt35_embeddings.csv
gi bleed,knn,basic,ember-v1,gpt35,all,all_embeds,0.9201277955271565,0.42857142857142855,0.4090909090909091,0.4186046511627907,0.7487503905029678,0.9469026548672567,0.7368421052631579,0.6666666666666666,0.7,0.861904761904762,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,knn,basic,ember-v1,gpt35,all,all_embeds,0.9585062240663901,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.9217532467532468,0.884765625,0.5294117647058824,0.15,0.23376623376623376,0.5832780235988201,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,knn,basic,ember-v1,gpt35,all,all_embeds,0.8935361216730038,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.7737395986294664,0.9223529411764706,0.32142857142857145,0.391304347826087,0.35294117647058826,0.8363075924724205,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,knn,basic,ember-v1,gpt35,all,support,0.9209621993127147,0.4375,0.3333333333333333,0.3783783783783784,0.8587301587301588,0.8881789137380192,0.5,0.34285714285714286,0.4067796610169492,0.6803186022610482,basic_ember-v1_gpt35_embeddings.csv
gi bleed,knn,basic,ember-v1,gpt35,all,support,0.9137380191693291,0.391304347826087,0.4090909090909091,0.4,0.7891283973758202,0.9424778761061947,0.75,0.5714285714285714,0.6486486486486487,0.8292682926829268,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,knn,basic,ember-v1,gpt35,all,support,0.950207468879668,0.7647058823529411,0.6190476190476191,0.6842105263157895,0.8795454545454546,0.8828125,0.5,0.13333333333333333,0.21052631578947367,0.5691740412979351,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,knn,basic,ember-v1,gpt35,all,support,0.8859315589353612,0.6363636363636364,0.3888888888888889,0.4827586206896552,0.7425966715614293,0.9294117647058824,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.7995349340255246,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,knn,basic,ember-v1,gpt35,all,refute,0.9243986254295533,0.45454545454545453,0.23809523809523808,0.3125,0.8426807760141093,0.8913738019169329,0.5263157894736842,0.2857142857142857,0.37037037037037035,0.668191161356629,basic_ember-v1_gpt35_embeddings.csv
gi bleed,knn,basic,ember-v1,gpt35,all,refute,0.9265175718849841,0.47058823529411764,0.36363636363636365,0.41025641025641024,0.7720243673851921,0.9469026548672567,0.7368421052631579,0.6666666666666666,0.7,0.8713124274099884,basic_ember-v1_gpt35_embeddings.csv
acute liver injury,knn,basic,ember-v1,gpt35,all,refute,0.941908713692946,0.6842105263157895,0.6190476190476191,0.65,0.9209956709956709,0.880859375,0.46153846153846156,0.1,0.1643835616438356,0.6289454277286135,basic_ember-v1_gpt35_embeddings.csv
acute kidney injury,knn,basic,ember-v1,gpt35,all,refute,0.8935361216730038,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.7599118942731278,0.9317647058823529,0.375,0.391304347826087,0.3829787234042553,0.845771144278607,basic_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,logistic,rag,ember-v1,gpt35,all,all_embeds,0.8973384030418251,0.5714285714285714,0.5161290322580645,0.5423728813559322,0.8630422691879868,0.5555555555555556,0.16428571428571428,0.6764705882352942,0.26436781609195403,0.648332561371005,rag_ember-v1_gpt35_embeddings.csv
gi bleed,logistic,rag,ember-v1,gpt35,all,all_embeds,0.852112676056338,0.3076923076923077,0.4444444444444444,0.36363636363636365,0.7527021184608733,0.5980392156862745,0.1919191919191919,0.9047619047619048,0.31666666666666665,0.8035389018995576,rag_ember-v1_gpt35_embeddings.csv
acute liver injury,logistic,rag,ember-v1,gpt35,all,all_embeds,0.9095022624434389,0.3888888888888889,0.4375,0.4117647058823529,0.8621951219512195,0.5361050328227571,0.16666666666666666,0.6333333333333333,0.2638888888888889,0.6261544920235097,rag_ember-v1_gpt35_embeddings.csv
acute kidney injury,logistic,rag,ember-v1,gpt35,all,all_embeds,0.8487394957983193,0.2903225806451613,0.391304347826087,0.3333333333333333,0.7116279069767442,0.5692307692307692,0.09944751381215469,0.782608695652174,0.17647058823529413,0.7294159459779647,rag_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,logistic,rag,ember-v1,gpt35,all,support,0.8669201520912547,0.43333333333333335,0.41935483870967744,0.4262295081967213,0.8253615127919911,0.5347222222222222,0.16216216216216217,0.7058823529411765,0.26373626373626374,0.6240157480314961,rag_ember-v1_gpt35_embeddings.csv
gi bleed,logistic,rag,ember-v1,gpt35,all,support,0.8204225352112676,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.7284911370514483,0.5784313725490197,0.16494845360824742,0.7619047619047619,0.2711864406779661,0.7504553734061931,rag_ember-v1_gpt35_embeddings.csv
acute liver injury,logistic,rag,ember-v1,gpt35,all,support,0.9049773755656109,0.38095238095238093,0.5,0.43243243243243246,0.8746951219512196,0.5142231947483589,0.15086206896551724,0.5833333333333334,0.23972602739726026,0.5961376994122586,rag_ember-v1_gpt35_embeddings.csv
acute kidney injury,logistic,rag,ember-v1,gpt35,all,support,0.8277310924369747,0.23529411764705882,0.34782608695652173,0.2807017543859649,0.6663296258847321,0.5282051282051282,0.09137055837563451,0.782608695652174,0.16363636363636364,0.7458239545077598,rag_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,logistic,rag,ember-v1,gpt35,all,refute,0.8935361216730038,0.5652173913043478,0.41935483870967744,0.48148148148148145,0.7513904338153503,0.5243055555555556,0.15436241610738255,0.6764705882352942,0.25136612021857924,0.6526169522927281,rag_ember-v1_gpt35_embeddings.csv
gi bleed,logistic,rag,ember-v1,gpt35,all,refute,0.852112676056338,0.2972972972972973,0.4074074074074074,0.34375,0.6509583513474564,0.5392156862745098,0.1651376146788991,0.8571428571428571,0.27692307692307694,0.7944314337756961,rag_ember-v1_gpt35_embeddings.csv
acute liver injury,logistic,rag,ember-v1,gpt35,all,refute,0.9140271493212669,0.4,0.375,0.3870967741935484,0.7893292682926829,0.5229759299781181,0.1565217391304348,0.6,0.2482758620689655,0.5901763224181361,rag_ember-v1_gpt35_embeddings.csv
acute kidney injury,logistic,rag,ember-v1,gpt35,all,refute,0.8739495798319328,0.37037037037037035,0.43478260869565216,0.4,0.702123356926188,0.43846153846153846,0.07758620689655173,0.782608695652174,0.1411764705882353,0.6522331477313114,rag_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,rf,rag,ember-v1,gpt35,all,all_embeds,0.8821292775665399,0.0,0.0,0.0,0.7883064516129032,0.8819444444444444,0.0,0.0,0.0,0.5797823066234368,rag_ember-v1_gpt35_embeddings.csv
gi bleed,rf,rag,ember-v1,gpt35,all,all_embeds,0.9049295774647887,0.0,0.0,0.0,0.7563049430753711,0.8970588235294118,0.0,0.0,0.0,0.42844132188394485,rag_ember-v1_gpt35_embeddings.csv
acute liver injury,rf,rag,ember-v1,gpt35,all,all_embeds,0.9276018099547512,0.0,0.0,0.0,0.8919207317073171,0.8687089715536105,0.0,0.0,0.0,0.4840890008396306,rag_ember-v1_gpt35_embeddings.csv
acute kidney injury,rf,rag,ember-v1,gpt35,all,all_embeds,0.9033613445378151,0.0,0.0,0.0,0.8071789686552072,0.941025641025641,0.0,0.0,0.0,0.3985309797417368,rag_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,rf,rag,ember-v1,gpt35,all,support,0.8821292775665399,0.0,0.0,0.0,0.8362068965517242,0.8819444444444444,0.0,0.0,0.0,0.5258800370541918,rag_ember-v1_gpt35_embeddings.csv
gi bleed,rf,rag,ember-v1,gpt35,all,support,0.9049295774647887,0.0,0.0,0.0,0.7724455973483211,0.8970588235294118,0.0,0.0,0.0,0.5338277387457715,rag_ember-v1_gpt35_embeddings.csv
acute liver injury,rf,rag,ember-v1,gpt35,all,support,0.9276018099547512,0.0,0.0,0.0,0.7926829268292683,0.8687089715536105,0.0,0.0,0.0,0.5360621326616288,rag_ember-v1_gpt35_embeddings.csv
acute kidney injury,rf,rag,ember-v1,gpt35,all,support,0.907563025210084,1.0,0.043478260869565216,0.08333333333333333,0.7641051567239636,0.941025641025641,0.0,0.0,0.0,0.47577301267622324,rag_ember-v1_gpt35_embeddings.csv
acute myocardial infarction,rf,rag,ember-v1,gpt35,all,refute,0.7756653992395437,0.0625,0.06451612903225806,0.06349206349206349,0.7258759733036708,0.8819444444444444,0.0,0.0,0.0,0.4353867531264475,rag_ember-v1_gpt35_embeddings.csv
gi bleed,rf,rag,ember-v1,gpt35,all,refute,0.9049295774647887,0.0,0.0,0.0,0.6796368352788587,0.8970588235294118,0.0,0.0,0.0,0.392792089513401,rag_ember-v1_gpt35_embeddings.csv
acute liver injury,rf,rag,ember-v1,gpt35,all,refute,0.9276018099547512,0.0,0.0,0.0,0.7907012195121952,0.8687089715536105,0.0,0.0,0.0,0.5170864819479429,rag_ember-v1_gpt35_embeddings.csv
