,cohort_id,condition_name,ingredients_names,pt_meddra_id,pt_meddra_term,ingredients_rxcuis,drug_concept_id,affect,gpt_output
346,500000301,Acute liver injury,cyproheptadine,10019663,Hepatic failure,3013,,,False.
347,500000301,Acute liver injury,cyproheptadine,10019717,Hepatitis,3013,,,True
348,500000301,Acute liver injury,cyproheptadine,10023126,Jaundice,3013,,,True
349,500000301,Acute liver injury,nevirapine,10019663,Hepatic failure,53654,,,True
350,500000301,Acute liver injury,nevirapine,10019692,Hepatic necrosis,53654,,,True
351,500000301,Acute liver injury,nevirapine,10019717,Hepatitis,53654,,,True
352,500000301,Acute liver injury,nevirapine,10019754,Hepatitis cholestatic,53654,,,True
353,500000301,Acute liver injury,nevirapine,10019851,Hepatotoxicity,53654,,,True
354,500000301,Acute liver injury,nevirapine,10023126,Jaundice,53654,,,True
355,500000301,Acute liver injury,levetiracetam,10019663,Hepatic failure,114477,,,False
356,500000301,Acute liver injury,levetiracetam,10019717,Hepatitis,114477,,,False.
357,500000801,Acute myocardial infarction,warfarin,10002383,Angina pectoris,11289,,,False.
358,500000301,Acute liver injury,warfarin,10019717,Hepatitis,11289,,,False.
359,500000301,Acute liver injury,warfarin,10023126,Jaundice,11289,,,False.
360,500000301,Acute liver injury,metoclopramide,10019851,Hepatotoxicity,6915,,,False.
361,500000301,Acute liver injury,metoclopramide,10023126,Jaundice,6915,,,False.
362,500000301,Acute liver injury,capecitabine,10019663,Hepatic failure,194000,,,True.
363,500000301,Acute liver injury,capecitabine,10019668,Hepatic fibrosis,194000,,,False.
364,500000301,Acute liver injury,capecitabine,10019717,Hepatitis,194000,,,True.
365,500000301,Acute liver injury,capecitabine,10019754,Hepatitis cholestatic,194000,,,False.
366,500000301,Acute liver injury,capecitabine,10019851,Hepatotoxicity,194000,,,True
367,500000301,Acute liver injury,capecitabine,10023126,Jaundice,194000,,,True
368,500000301,Acute liver injury,triazolam,10019663,Hepatic failure,10767,,,True
369,500000301,Acute liver injury,triazolam,10023126,Jaundice,10767,,,True
370,500000301,Acute liver injury,rifampin,10019717,Hepatitis,9384,,,True
371,500000301,Acute liver injury,rifampin,10023126,Jaundice,9384,,,True
372,500000301,Acute liver injury,stavudine,10019663,Hepatic failure,59763,,,True
373,500000301,Acute liver injury,stavudine,10019708,Hepatic steatosis,59763,,,True
374,500000301,Acute liver injury,stavudine,10019717,Hepatitis,59763,,,True
375,500000301,Acute liver injury,stavudine,10019851,Hepatotoxicity,59763,,,True
376,500000801,Acute myocardial infarction,mirtazapine,10002383,Angina pectoris,15996,,,False.
377,500000301,Acute liver injury,mirtazapine,10008612,Cholecystitis,15996,,,False.
378,500000301,Acute liver injury,mirtazapine,10019641,Hepatic cirrhosis,15996,,,False.
379,500000301,Acute liver injury,pentoxifylline,10008612,Cholecystitis,8013,,,False.
380,500000301,Acute liver injury,pentoxifylline,10019717,Hepatitis,8013,,,True
381,500000301,Acute liver injury,pentoxifylline,10023126,Jaundice,8013,,,True
382,500000301,Acute liver injury,haloperidol,10023126,Jaundice,5093,,,True
383,500000301,Acute liver injury,nifedipine,10023126,Jaundice,7417,,,False.
384,500000301,Acute liver injury,pravastatin,10023126,Jaundice,42463,,,True
385,500000801,Acute myocardial infarction,quetiapine,10002383,Angina pectoris,51272,,,False.
386,500001001,GI bleed,quetiapine,10018830,Haematemesis,51272,,,False.
387,500000301,Acute liver injury,emtricitabine,10019842,Hepatomegaly,276237,,,False.
388,500000301,Acute liver injury,lorazepam,10067125,Liver injury,6470,,,False.
389,500000301,Acute liver injury,lorazepam,10023126,Jaundice,6470,,,False.
390,500000801,Acute myocardial infarction,fenofibrate,10002383,Angina pectoris,8703,,,False.
391,500000301,Acute liver injury,fenofibrate,10008612,Cholecystitis,8703,,,True
392,500000301,Acute liver injury,fenofibrate,10008629,Cholelithiasis,8703,,,True
393,500000301,Acute liver injury,fenofibrate,10019708,Hepatic steatosis,8703,,,True.
394,500000301,Acute liver injury,fenofibrate,10023126,Jaundice,8703,,,True
395,500000301,Acute liver injury,ursodeoxycholate,10008612,Cholecystitis,62427,,,False.
396,500000801,Acute myocardial infarction,tiotropium,10002383,Angina pectoris,69120,,,False.
397,500000301,Acute liver injury,acyclovir,10019717,Hepatitis,281,,,True
398,500000301,Acute liver injury,acyclovir,10023126,Jaundice,281,,,False.
399,500000301,Acute liver injury,salsalate,10019717,Hepatitis,36108,,,False.
400,500000301,Acute liver injury,metaxalone,10023126,Jaundice,59078,,,True
401,500000301,Acute liver injury,raloxifene,10008629,Cholelithiasis,72143,,,True
402,500000301,Acute liver injury,ribavirin,10008604,Cholangitis,9344,,,False.
403,500000301,Acute liver injury,ribavirin,10019663,Hepatic failure,9344,,,True
404,500000301,Acute liver injury,ribavirin,10019708,Hepatic steatosis,9344,,,False.
405,500000801,Acute myocardial infarction,enalapril,10002383,Angina pectoris,3827,,,False.
406,500000301,Acute liver injury,enalapril,10019663,Hepatic failure,3827,,,True
407,500000301,Acute liver injury,enalapril,10019717,Hepatitis,3827,,,True
408,500000301,Acute liver injury,enalapril,10023126,Jaundice,3827,,,False.
409,500000801,Acute myocardial infarction,captopril,10002383,Angina pectoris,1998,,,False.
410,500000301,Acute liver injury,captopril,10019717,Hepatitis,1998,,,True
411,500000301,Acute liver injury,captopril,10023126,Jaundice,1998,,,True
412,500000301,Acute liver injury,zafirlukast,10019663,Hepatic failure,114970,1111706.0,1.0,True
413,500000301,Acute liver injury,zafirlukast,10019717,Hepatitis,114970,1111706.0,1.0,True
414,500000301,Acute liver injury,zafirlukast,10019851,Hepatotoxicity,114970,1111706.0,1.0,True
415,500000801,Acute myocardial infarction,carvedilol,10002383,Angina pectoris,20352,,,True.
416,500000801,Acute myocardial infarction,etravirine,10002383,Angina pectoris,475969,,,False.
417,500001001,GI bleed,etravirine,10018830,Haematemesis,475969,,,False.
418,500000301,Acute liver injury,etravirine,10019663,Hepatic failure,475969,,,True
419,500000301,Acute liver injury,etravirine,10019708,Hepatic steatosis,475969,,,False.
420,500000301,Acute liver injury,etravirine,10019717,Hepatitis,475969,,,True
421,500000301,Acute liver injury,etravirine,10019842,Hepatomegaly,475969,,,False.
422,500000301,Acute liver injury,olanzapine,10019663,Hepatic failure,61381,,,True
423,500000301,Acute liver injury,olanzapine,10019708,Hepatic steatosis,61381,,,True
424,500000301,Acute liver injury,olanzapine,10019717,Hepatitis,61381,,,True
425,500000301,Acute liver injury,olanzapine,10023126,Jaundice,61381,,,True
426,500000301,Acute liver injury,erythromycin,10019717,Hepatitis,4053,,,True
427,500000301,Acute liver injury,didanosine,10019663,Hepatic failure,3364,,,True
428,500000301,Acute liver injury,didanosine,10019708,Hepatic steatosis,3364,,,True
429,500000301,Acute liver injury,didanosine,10019717,Hepatitis,3364,,,True
430,500000301,Acute liver injury,didanosine,10019842,Hepatomegaly,3364,,,True
431,500000301,Acute liver injury,didanosine,10019851,Hepatotoxicity,3364,,,True
432,500000801,Acute myocardial infarction,ziprasidone,10002383,Angina pectoris,115698,,,False.
433,500001001,GI bleed,ziprasidone,10018830,Haematemesis,115698,,,False.
434,500000301,Acute liver injury,ziprasidone,10019708,Hepatic steatosis,115698,,,False.
435,500000301,Acute liver injury,ziprasidone,10019717,Hepatitis,115698,,,True
436,500000301,Acute liver injury,ziprasidone,10019842,Hepatomegaly,115698,,,False.
437,500000301,Acute liver injury,ziprasidone,10023126,Jaundice,115698,,,True
438,500000301,Acute liver injury,desipramine,10019717,Hepatitis,3247,,,True
439,500000301,Acute liver injury,desipramine,10023126,Jaundice,3247,,,True
440,500000801,Acute myocardial infarction,indinavir,10002383,Angina pectoris,114289,,,True
441,500000301,Acute liver injury,indinavir,10019663,Hepatic failure,114289,,,True
442,500000301,Acute liver injury,indinavir,10019717,Hepatitis,114289,,,True
443,500000301,Acute liver injury,indinavir,10023126,Jaundice,114289,,,True
444,500000301,Acute liver injury,darunavir,10019717,Hepatitis,460132,1756831.0,1.0,True
445,500000301,Acute liver injury,darunavir,10019851,Hepatotoxicity,460132,1756831.0,1.0,True.
446,500000301,Acute liver injury,cefdinir,10019663,Hepatic failure,25037,,,False.
447,500000301,Acute liver injury,cefdinir,10023126,Jaundice,25037,,,True
448,500000801,Acute myocardial infarction,progesterone,10002383,Angina pectoris,8727,,,False.
449,500000301,Acute liver injury,progesterone,10017626,Gallbladder disorder,8727,,,True.
450,500000301,Acute liver injury,progesterone,10019663,Hepatic failure,8727,,,False.
451,500000301,Acute liver injury,progesterone,10019692,Hepatic necrosis,8727,,,False.
452,500000301,Acute liver injury,progesterone,10019717,Hepatitis,8727,,,False.
453,500000301,Acute liver injury,progesterone,10019754,Hepatitis cholestatic,8727,,,False.
454,500000301,Acute liver injury,progesterone,10023126,Jaundice,8727,,,False.
455,500000801,Acute myocardial infarction,aripiprazole,10002383,Angina pectoris,89013,,,False.
456,500000301,Acute liver injury,aripiprazole,10019717,Hepatitis,89013,,,False.
457,500000301,Acute liver injury,aripiprazole,10023126,Jaundice,89013,,,False.
458,500000301,Acute liver injury,pioglitazone,10019663,Hepatic failure,33738,1525215.0,1.0,True
459,500000801,Acute myocardial infarction,salmon calcitonin,10002383,Angina pectoris,36118,,,False.
460,500000301,Acute liver injury,salmon calcitonin,10008629,Cholelithiasis,36118,,,False.
461,500000301,Acute liver injury,salmon calcitonin,10019717,Hepatitis,36118,,,True
462,500000301,Acute liver injury,esomeprazole,10019660,Hepatic encephalopathy,283742,,,False.
463,500000301,Acute liver injury,esomeprazole,10019663,Hepatic failure,283742,,,False.
464,500000301,Acute liver injury,esomeprazole,10019717,Hepatitis,283742,,,True
465,500000301,Acute liver injury,esomeprazole,10023126,Jaundice,283742,,,False.
466,500000301,Acute liver injury,saquinavir,10019717,Hepatitis,83395,,,True
467,500000301,Acute liver injury,saquinavir,10019842,Hepatomegaly,83395,,,True
468,500000301,Acute liver injury,saquinavir,10019847,Hepatosplenomegaly,83395,,,False.
469,500000301,Acute liver injury,saquinavir,10023126,Jaundice,83395,,,True
470,500000301,Acute liver injury,saquinavir,10024670,Liver disorder,83395,,,True
471,500000301,Acute liver injury,"synthetic conjugated estrogens, b",10017626,Gallbladder disorder,618365,,,True
472,500000301,Acute liver injury,"synthetic conjugated estrogens, b",10023126,Jaundice,618365,,,True
473,500000801,Acute myocardial infarction,anastrozole,10002383,Angina pectoris,84857,,,False.
474,500000301,Acute liver injury,anastrozole,10019717,Hepatitis,84857,,,False.
475,500000301,Acute liver injury,anastrozole,10023126,Jaundice,84857,,,False.
476,500000801,Acute myocardial infarction,leflunomide,10002383,Angina pectoris,27169,,,False.
477,500000301,Acute liver injury,leflunomide,10008629,Cholelithiasis,27169,,,False.
478,500000301,Acute liver injury,leflunomide,10019663,Hepatic failure,27169,,,True
479,500000301,Acute liver injury,leflunomide,10023126,Jaundice,27169,,,True
480,500000301,Acute liver injury,leflunomide,10067125,Liver injury,27169,,,True
481,500000301,Acute liver injury,pentosan polysulfate,10023126,Jaundice,155046,,,True
482,500000301,Acute liver injury,cimetidine,10067125,Liver injury,2541,,,True
483,500000301,Acute liver injury,silver sulfadiazine,10019717,Hepatitis,9793,,,True.
484,500001001,GI bleed,ketorolac,10018830,Haematemesis,35827,,,True
485,500000801,Acute myocardial infarction,vardenafil,10002383,Angina pectoris,306674,,,True.
486,500000301,Acute liver injury,colestipol,10008612,Cholecystitis,2685,,,False.
487,500000301,Acute liver injury,colestipol,10008629,Cholelithiasis,2685,,,True
488,500000301,Acute liver injury,milnacipran,10019717,Hepatitis,588250,,,True
489,500000301,Acute liver injury,cefotaxime,10019717,Hepatitis,2186,,,True
490,500000301,Acute liver injury,cefotaxime,10023126,Jaundice,2186,,,True
491,500000301,Acute liver injury,glipizide,10067125,Liver injury,4821,,,False.
492,500000801,Acute myocardial infarction,pramipexole,10002383,Angina pectoris,746741,,,False.
493,500000301,Acute liver injury,pramipexole,10008612,Cholecystitis,746741,,,False.
494,500000301,Acute liver injury,pramipexole,10008617,Cholecystitis chronic,746741,,,False.
495,500000301,Acute liver injury,pramipexole,10008629,Cholelithiasis,746741,,,False.
496,500000301,Acute liver injury,pramipexole,10017614,Gallbladder cancer,746741,,,False.
497,500001001,GI bleed,pramipexole,10018830,Haematemesis,746741,,,False.
498,500000301,Acute liver injury,pramipexole,10073069,Hepatic cancer,746741,,,False.
499,500000301,Acute liver injury,acarbose,10019717,Hepatitis,16681,,,False.
500,500000301,Acute liver injury,acarbose,10023126,Jaundice,16681,,,False.
501,500000301,Acute liver injury,acarbose,10067125,Liver injury,16681,,,True
502,500000301,Acute liver injury,amiodarone,10019717,Hepatitis,703,,,True
503,500000301,Acute liver injury,amiodarone,10019754,Hepatitis cholestatic,703,,,True.
504,500000301,Acute liver injury,amiodarone,10067125,Liver injury,703,,,True
505,500000301,Acute liver injury,lansoprazole,10008629,Cholelithiasis,17128,,,False.
506,500001001,GI bleed,lansoprazole,10018830,Haematemesis,17128,,,True.
507,500000301,Acute liver injury,lansoprazole,10019851,Hepatotoxicity,17128,,,False.
508,500000301,Acute liver injury,lansoprazole,10023126,Jaundice,17128,,,True
509,500001001,GI bleed,etodolac,10018830,Haematemesis,24605,,,True.
510,500000301,Acute liver injury,etodolac,10019663,Hepatic failure,24605,,,True
511,500000301,Acute liver injury,etodolac,10019692,Hepatic necrosis,24605,,,True
512,500000301,Acute liver injury,etodolac,10019717,Hepatitis,24605,,,True.
513,500000301,Acute liver injury,etodolac,10019754,Hepatitis cholestatic,24605,,,True
514,500000301,Acute liver injury,etodolac,10023126,Jaundice,24605,,,True.
515,500000801,Acute myocardial infarction,pilocarpine,10002383,Angina pectoris,8328,,,False.
516,500000301,Acute liver injury,pilocarpine,10008629,Cholelithiasis,8328,,,False.
517,500000301,Acute liver injury,pilocarpine,10019717,Hepatitis,8328,,,False.
518,500000301,Acute liver injury,clomiphene,10019717,Hepatitis,2596,,,False.
519,500000301,Acute liver injury,clomiphene,10062001,Hepatoblastoma,2596,,,False.
520,500000301,Acute liver injury,clomiphene,10073071,Hepatocellular carcinoma,2596,,,False.
521,500000801,Acute myocardial infarction,varenicline,10002383,Angina pectoris,591622,,,False.
522,500001001,GI bleed,ibuprofen,10018830,Haematemesis,5640,,,True
523,500000301,Acute liver injury,ibuprofen,10019663,Hepatic failure,5640,,,True
524,500000301,Acute liver injury,ibuprofen,10019692,Hepatic necrosis,5640,,,True
525,500000401,Acute kidney injury,ibuprofen,10019846,Hepatorenal syndrome,5640,,,False.
526,500000301,Acute liver injury,ibuprofen,10019846,Hepatorenal syndrome,5640,,,False.
527,500000801,Acute myocardial infarction,ropinirole,10002383,Angina pectoris,72302,,,False.
528,500000801,Acute myocardial infarction,ropinirole,10002388,Angina unstable,72302,,,False.
529,500000301,Acute liver injury,ropinirole,10008612,Cholecystitis,72302,,,False.
530,500000301,Acute liver injury,ropinirole,10008629,Cholelithiasis,72302,,,False.
531,500001001,GI bleed,ropinirole,10018830,Haematemesis,72302,,,False.
532,500000301,Acute liver injury,eszopiclone,10008629,Cholelithiasis,461016,,,False.
533,500000301,Acute liver injury,eszopiclone,10019717,Hepatitis,461016,,,False.
534,500000301,Acute liver injury,eszopiclone,10019842,Hepatomegaly,461016,,,False.
535,500000301,Acute liver injury,eszopiclone,10067125,Liver injury,461016,,,True.
536,500000301,Acute liver injury,labetalol,10019692,Hepatic necrosis,6185,,,False.
537,500000301,Acute liver injury,labetalol,10019717,Hepatitis,6185,,,True
538,500000301,Acute liver injury,niacin,10019717,Hepatitis,7393,,,True
539,500000301,Acute liver injury,niacin,10023126,Jaundice,7393,,,True
540,500000301,Acute liver injury,cefaclor,10019717,Hepatitis,2176,,,True
541,500000301,Acute liver injury,cefaclor,10023126,Jaundice,2176,,,True
542,500000301,Acute liver injury,atorvastatin,10019663,Hepatic failure,83367,,,True
543,500000301,Acute liver injury,atorvastatin,10019717,Hepatitis,83367,,,True
544,500000301,Acute liver injury,"synthetic conjugated estrogens, a",10017626,Gallbladder disorder,253166,,,True
545,500000301,Acute liver injury,"synthetic conjugated estrogens, a",10023126,Jaundice,253166,,,True
546,500000301,Acute liver injury,desloratadine,10019717,Hepatitis,275635,,,False.
547,500000801,Acute myocardial infarction,flecainide,10002383,Angina pectoris,4441,,,False.
548,500000301,Acute liver injury,flecainide,10019663,Hepatic failure,4441,,,True
549,500000301,Acute liver injury,flecainide,10023126,Jaundice,4441,,,False.
550,500000301,Acute liver injury,chlorthalidone,10023126,Jaundice,2409,,,True.
551,500000301,Acute liver injury,cefprozil,10023126,Jaundice,19552,,,True
552,500000801,Acute myocardial infarction,rasagiline,10002383,Angina pectoris,134748,,,False.
553,500001001,GI bleed,rasagiline,10018830,Haematemesis,134748,,,False.
554,500000301,Acute liver injury,rasagiline,10023126,Jaundice,134748,,,True
555,500000301,Acute liver injury,dicloxacillin,10019754,Hepatitis cholestatic,3356,,,True
556,500000301,Acute liver injury,dicloxacillin,10019851,Hepatotoxicity,3356,,,True
557,500001001,GI bleed,lamotrigine,10018830,Haematemesis,28439,,,False.
558,500000301,Acute liver injury,lamotrigine,10019717,Hepatitis,28439,705103.0,1.0,True
559,500000301,Acute liver injury,thiothixene,10023126,Jaundice,10510,,,True
560,500000801,Acute myocardial infarction,sildenafil,10002383,Angina pectoris,136411,,,True
561,500000801,Acute myocardial infarction,eletriptan,10002383,Angina pectoris,231049,1189697.0,1.0,False.
562,500001001,GI bleed,eletriptan,10018830,Haematemesis,231049,,,False.
563,500000301,Acute liver injury,indapamide,10019717,Hepatitis,5764,,,False.
564,500000301,Acute liver injury,indapamide,10023126,Jaundice,5764,,,True
565,500001001,GI bleed,ketoprofen,10018830,Haematemesis,6142,,,True
566,500000301,Acute liver injury,ketoprofen,10019717,Hepatitis,6142,,,True
567,500000301,Acute liver injury,ketoprofen,10019754,Hepatitis cholestatic,6142,,,True
568,500000301,Acute liver injury,ketoprofen,10023126,Jaundice,6142,,,True
569,500000801,Acute myocardial infarction,febuxostat,10002383,Angina pectoris,73689,,,False.
570,500000301,Acute liver injury,febuxostat,10008612,Cholecystitis,73689,,,True
571,500000301,Acute liver injury,febuxostat,10008629,Cholelithiasis,73689,,,False.
572,500001001,GI bleed,febuxostat,10018830,Haematemesis,73689,,,True.
573,500000301,Acute liver injury,febuxostat,10019708,Hepatic steatosis,73689,,,False.
574,500000301,Acute liver injury,febuxostat,10019717,Hepatitis,73689,,,True.
575,500000301,Acute liver injury,febuxostat,10019842,Hepatomegaly,73689,,,False.
576,500000801,Acute myocardial infarction,eplerenone,10002383,Angina pectoris,298869,,,False.
577,500000301,Acute liver injury,eplerenone,10019663,Hepatic failure,298869,,,False.
578,500000801,Acute myocardial infarction,tacrolimus,10002383,Angina pectoris,42316,,,False.
579,500000301,Acute liver injury,tacrolimus,10008604,Cholangitis,42316,,,False.
580,500000301,Acute liver injury,tacrolimus,10019692,Hepatic necrosis,42316,,,False.
581,500000301,Acute liver injury,tacrolimus,10019708,Hepatic steatosis,42316,,,False.
582,500000301,Acute liver injury,tacrolimus,10019717,Hepatitis,42316,,,True
583,500000301,Acute liver injury,tacrolimus,10019837,Hepatocellular injury,42316,,,True
584,500000301,Acute liver injury,tacrolimus,10019851,Hepatotoxicity,42316,,,True
585,500000301,Acute liver injury,tacrolimus,10023126,Jaundice,42316,,,True
586,500000301,Acute liver injury,tacrolimus,10047216,Venoocclusive liver disease,42316,,,False.
587,500000301,Acute liver injury,tacrolimus,10051341,Bile duct stenosis,42316,,,True.
588,500000301,Acute liver injury,tacrolimus,10067125,Liver injury,42316,,,True
589,500000301,Acute liver injury,leuprolide,10019717,Hepatitis,42375,,,True
590,500000301,Acute liver injury,leuprolide,10019842,Hepatomegaly,42375,,,False.
591,500000801,Acute myocardial infarction,donepezil,10002383,Angina pectoris,135447,,,False.
592,500000301,Acute liver injury,donepezil,10008612,Cholecystitis,135447,,,False.
593,500000301,Acute liver injury,donepezil,10008629,Cholelithiasis,135447,,,False.
594,500000301,Acute liver injury,donepezil,10019717,Hepatitis,135447,,,True
595,500000301,Acute liver injury,donepezil,10023126,Jaundice,135447,,,True
596,500000301,Acute liver injury,"estrogens, esterified (usp)",10023126,Jaundice,214549,,,True
597,500000301,Acute liver injury,cilostazol,10023126,Jaundice,21107,,,False.
598,500000301,Acute liver injury,ethambutol,10019717,Hepatitis,4110,,,True
599,500000301,Acute liver injury,rifabutin,10019717,Hepatitis,55672,,,True
600,500000301,Acute liver injury,rifabutin,10023126,Jaundice,55672,,,True
601,500000301,Acute liver injury,rabeprazole,10019660,Hepatic encephalopathy,114979,,,False.
602,500000301,Acute liver injury,rabeprazole,10019717,Hepatitis,114979,,,False.
603,500000301,Acute liver injury,rabeprazole,10023126,Jaundice,114979,,,False.
604,500000801,Acute myocardial infarction,methylphenidate,10002383,Angina pectoris,6901,,,False.
605,500000801,Acute myocardial infarction,losartan,10002383,Angina pectoris,52175,,,False.
606,500000301,Acute liver injury,losartan,10019717,Hepatitis,52175,,,False.
607,500000301,Acute liver injury,lovastatin,10019717,Hepatitis,6472,,,True
608,500000301,Acute liver injury,lovastatin,10023126,Jaundice,6472,,,True
609,500000301,Acute liver injury,lovastatin,10073071,Hepatocellular carcinoma,6472,,,False.
610,500000801,Acute myocardial infarction,omega-3 acid ethyl esters (usp),10002383,Angina pectoris,484348,,,False.
611,500000301,Acute liver injury,medroxyprogesterone,10023126,Jaundice,6691,,,True
612,500000301,Acute liver injury,medroxyprogesterone,10023138,Jaundice neonatal,6691,,,False.
613,500000301,Acute liver injury,testosterone,10023126,Jaundice,10379,,,True
614,500000301,Acute liver injury,methylprednisolone,10019842,Hepatomegaly,6902,,,False.
615,500000801,Acute myocardial infarction,fosinopril,10002383,Angina pectoris,50166,,,False.
616,500000301,Acute liver injury,fosinopril,10019663,Hepatic failure,50166,,,True
617,500000301,Acute liver injury,fosinopril,10019717,Hepatitis,50166,,,True
618,500000301,Acute liver injury,fosinopril,10019842,Hepatomegaly,50166,,,False.
619,500000301,Acute liver injury,fosinopril,10023126,Jaundice,50166,,,True
620,500000301,Acute liver injury,zidovudine,10019663,Hepatic failure,11413,,,True
621,500000301,Acute liver injury,zidovudine,10019717,Hepatitis,11413,,,True
622,500000301,Acute liver injury,zidovudine,10019842,Hepatomegaly,11413,,,True
623,500000301,Acute liver injury,zidovudine,10023126,Jaundice,11413,,,True
624,500000801,Acute myocardial infarction,dobutamine,10002383,Angina pectoris,3616,,,False.
625,500000301,Acute liver injury,bupropion,10019851,Hepatotoxicity,42347,,,True
626,500000301,Acute liver injury,galantamine,10019717,Hepatitis,4637,,,True
627,500000301,Acute liver injury,zonisamide,10008604,Cholangitis,39998,,,False.
628,500000301,Acute liver injury,zonisamide,10008612,Cholecystitis,39998,,,True
629,500000301,Acute liver injury,zonisamide,10008629,Cholelithiasis,39998,,,True
630,500001001,GI bleed,zonisamide,10018830,Haematemesis,39998,,,False.
631,500000301,Acute liver injury,zonisamide,10023126,Jaundice,39998,,,True
632,500000301,Acute liver injury,triamcinolone,10019842,Hepatomegaly,10759,,,False.
633,500000301,Acute liver injury,balsalazide,10019663,Hepatic failure,18747,,,False.
634,500000301,Acute liver injury,balsalazide,10019692,Hepatic necrosis,18747,,,False.
635,500000301,Acute liver injury,balsalazide,10019837,Hepatocellular injury,18747,,,True
636,500000301,Acute liver injury,balsalazide,10019851,Hepatotoxicity,18747,,,False.
637,500000301,Acute liver injury,balsalazide,10023126,Jaundice,18747,,,True
638,500000801,Acute myocardial infarction,granisetron,10002383,Angina pectoris,26237,,,False.
639,500000801,Acute myocardial infarction,fentanyl,10002383,Angina pectoris,4337,,,False.
640,500000401,Acute kidney injury,fentanyl,10019846,Hepatorenal syndrome,4337,,,False.
641,500000301,Acute liver injury,fentanyl,10019846,Hepatorenal syndrome,4337,,,False.
642,500000301,Acute liver injury,fentanyl,10023126,Jaundice,4337,,,False.
643,500000801,Acute myocardial infarction,methyldopa,10002383,Angina pectoris,6876,,,False.
644,500000301,Acute liver injury,methyldopa,10019717,Hepatitis,6876,,,True
645,500000301,Acute liver injury,methyldopa,10023126,Jaundice,6876,,,True
646,500000301,Acute liver injury,trifluoperazine,10023126,Jaundice,10800,,,True
647,500000301,Acute liver injury,trifluoperazine,10067125,Liver injury,10800,,,True
648,500000301,Acute liver injury,medroxyprogesterone,10017626,Gallbladder disorder,6691,,,True
649,500000301,Acute liver injury,mebendazole,10019717,Hepatitis,6672,,,False.
650,500000301,Acute liver injury,fluvastatin,10019717,Hepatitis,41127,,,True
651,500000301,Acute liver injury,fluvastatin,10023126,Jaundice,41127,,,True
652,500000301,Acute liver injury,fluvastatin,10073071,Hepatocellular carcinoma,41127,,,False.
653,500000301,Acute liver injury,methazolamide,10019663,Hepatic failure,6826,,,True
654,500000801,Acute myocardial infarction,propafenone,10002383,Angina pectoris,8754,,,True
655,500000801,Acute myocardial infarction,propafenone,10002388,Angina unstable,8754,,,True
656,500000301,Acute liver injury,propafenone,10019842,Hepatomegaly,8754,,,True.
657,500000301,Acute liver injury,moexipril,10019717,Hepatitis,30131,1310756.0,1.0,True
658,500000801,Acute myocardial infarction,amiloride,10002383,Angina pectoris,644,,,False.
659,500000301,Acute liver injury,amiloride,10023126,Jaundice,644,,,True
660,500000801,Acute myocardial infarction,mycophenolate mofetil,10002383,Angina pectoris,68149,,,False.
661,500000301,Acute liver injury,mycophenolate mofetil,10008604,Cholangitis,68149,,,False.
662,500000301,Acute liver injury,mycophenolate mofetil,10019717,Hepatitis,68149,,,True
663,500000301,Acute liver injury,mycophenolate mofetil,10023126,Jaundice,68149,,,True
664,500000301,Acute liver injury,mycophenolate mofetil,10067125,Liver injury,68149,,,True
665,500000801,Acute myocardial infarction,epinephrine,10002383,Angina pectoris,3992,,,True
666,500000301,Acute liver injury,letrozole,10019717,Hepatitis,72965,,,False.
667,500000301,Acute liver injury,letrozole,10036206,Portal vein thrombosis,72965,,,False.
668,500000301,Acute liver injury,amoxapine,10019717,Hepatitis,722,,,True
669,500000301,Acute liver injury,amoxapine,10023126,Jaundice,722,,,True
670,500000801,Acute myocardial infarction,nifedipine,10002383,Angina pectoris,7417,,,False.
671,500000301,Acute liver injury,nifedipine,10071198,Allergic hepatitis,7417,,,False.
672,500000301,Acute liver injury,ceftriaxone,10008629,Cholelithiasis,2193,,,True
673,500000301,Acute liver injury,ceftriaxone,10023126,Jaundice,2193,,,True
674,500000301,Acute liver injury,morphine,10019717,Hepatitis,7052,,,False
675,500000301,Acute liver injury,rosuvastatin,10019663,Hepatic failure,301542,,,True
676,500000301,Acute liver injury,rosuvastatin,10019717,Hepatitis,301542,,,True
677,500000301,Acute liver injury,rosuvastatin,10023126,Jaundice,301542,,,False.
678,500000301,Acute liver injury,pregabalin,10008612,Cholecystitis,187832,,,False.
679,500000301,Acute liver injury,pregabalin,10008629,Cholelithiasis,187832,,,False.
680,500000301,Acute liver injury,levofloxacin,10019663,Hepatic failure,82122,,,True
681,500000301,Acute liver injury,levofloxacin,10019717,Hepatitis,82122,,,True
682,500000301,Acute liver injury,levofloxacin,10019851,Hepatotoxicity,82122,,,True.
683,500000301,Acute liver injury,levofloxacin,10023126,Jaundice,82122,,,True
684,500000801,Acute myocardial infarction,isosorbide,10002383,Angina pectoris,6057,,,True.
685,500000301,Acute liver injury,diflunisal,10019717,Hepatitis,3393,,,True
686,500000301,Acute liver injury,diflunisal,10023126,Jaundice,3393,,,True
687,500000801,Acute myocardial infarction,latanoprost,10002383,Angina pectoris,43611,,,False.
688,500000801,Acute myocardial infarction,atenolol,10002383,Angina pectoris,1202,,,True
689,500000301,Acute liver injury,atenolol,10019663,Hepatic failure,1202,,,False.
690,500000301,Acute liver injury,atenolol,10019717,Hepatitis,1202,,,False.
691,500000301,Acute liver injury,atenolol,10023126,Jaundice,1202,,,False.
