,drug_name,adr_name,gpt_output
65,metolazone,Venous thrombosis,"Venous thrombosis is not a commonly recognized side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and edema (swelling) associated with heart failure or kidney disease. Common side effects of metolazone include electrolyte imbalance, hypotension, and dizziness, among others.

However, it is important to note that individual reactions to medication can vary, and while venous thrombosis is not a widely acknowledged side effect, it could potentially occur in rare instances or due to complex interactions with other health conditions or medications. Patients should consult their healthcare provider for personalized medical advice.

Based on the information typically provided by medical resources, the statement ""Venous thrombosis is a side effect of metolazone"" would generally be considered false. However, for the most accurate and personalized information, one should consult a healthcare professional."
66,metolazone,Vision blurred,"True. Metolazone is a diuretic medication often used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Blurred vision can be a side effect of metolazone, although it is less common than other side effects such as dizziness, headache, or gastrointestinal issues. If a patient experiences blurred vision while taking metolazone, they should consult their healthcare provider, as it may indicate a more serious underlying issue or a need to adjust the medication."
67,metolazone,Vomiting,"True. Vomiting can be a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. As with many medications, it can have a range of side effects, and gastrointestinal symptoms like nausea and vomiting are possible. If someone experiences such side effects, they should consult with their healthcare provider."
68,metolazone,Xanthopsia,"False. Xanthopsia, which is a visual condition where things appear yellow, is not a common side effect of metolazone. Metolazone is a diuretic used to treat high blood pressure and edema (swelling) associated with heart failure or kidney disease. Common side effects of metolazone include electrolyte imbalance, dehydration, low blood pressure, dizziness, and headache, among others. Xanthopsia has been more commonly associated with digitalis toxicity, a condition resulting from an overdose of digitalis, a medication used to treat heart conditions."
69,metolazone,Eye pruritus,"Eye pruritus, which is itching of the eyes, is not a commonly reported side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, low blood pressure, dizziness, headache, and gastrointestinal issues.

However, as with any medication, individuals may experience a wide range of reactions, and it is possible for someone to have an allergic reaction to metolazone, which could potentially include eye pruritus. If a patient experiences this or any other unusual symptoms, they should contact their healthcare provider.

It is important to consult the official prescribing information or a healthcare professional for a complete list of side effects associated with metolazone. Therefore, the statement ""Eye pruritus is a side effect of metolazone"" is generally false, but there could be rare exceptions where an individual might experience this symptom."
70,metolazone,Decreased appetite,"True. Decreased appetite can be a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention. As with many medications, it can have a range of side effects, and decreased appetite is one of them. However, it's important to note that side effects can vary from person to person, and not everyone will experience the same side effects, if any at all. If someone is experiencing concerning side effects from any medication, they should consult with their healthcare provider."
71,metolazone,Erectile dysfunction,"Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Erectile dysfunction (ED) is not commonly listed as a direct side effect of metolazone. However, diuretics in general can potentially cause sexual dysfunction in some patients, although this is relatively uncommon.

It's important to note that the relationship between diuretics and erectile dysfunction can be complex. Factors such as the underlying health conditions being treated, other medications being taken, and overall health can also contribute to the development of ED.

If a patient taking metolazone experiences erectile dysfunction, they should consult their healthcare provider to determine the cause and appropriate treatment. The healthcare provider can assess whether the ED is likely related to the medication or to other factors.

Therefore, the statement ""Erectile dysfunction is a side effect of metolazone"" is generally false, as ED is not a commonly recognized side effect of this medication, but it's important to consider individual patient experiences and the broader context of their health and treatment."
72,metolazone,Oropharyngeal pain,"Oropharyngeal pain is not a commonly listed side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, hypotension, dizziness, headache, and gastrointestinal issues.

However, it is important to note that individual reactions to medication can vary, and it's possible for a person to experience side effects that are not commonly reported. If someone is experiencing oropharyngeal pain (pain in the throat or mouth) while taking metolazone, they should consult a healthcare provider to determine if it is related to the medication or if there is another cause.

Based on the information typically provided about metolazone, the statement is likely false, but for medical advice or confirmation of side effects, one should consult a healthcare professional."
73,dantrolene,Abdominal pain,"True. Abdominal pain can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have side effects, and gastrointestinal symptoms like abdominal pain, diarrhea, and nausea are possible. If someone experiences severe or persistent side effects, they should consult a healthcare provider."
74,dantrolene,Anaemia,"False. Anaemia is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. However, it is important to note that while anemia is not a typical side effect, medication reactions can vary greatly among individuals, and it's possible for a person to have an atypical reaction. Always consult with a healthcare provider for medical advice and information about potential side effects of medications."
75,dantrolene,Anaphylactic reaction,"False. Anaphylactic reaction is not a typical side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia, a life-threatening complication of certain drugs used for general anesthesia. The common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, and nausea. While any medication can potentially cause an allergic reaction in a susceptible individual, anaphylaxis is not a commonly reported side effect of dantrolene. If an individual does experience an anaphylactic reaction, it would be considered a rare and serious adverse event that requires immediate medical attention."
76,dantrolene,Aplastic anaemia,"False. Aplastic anemia is not a common side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. Aplastic anemia is a rare and serious condition where the bone marrow fails to produce enough new blood cells. It can be caused by various factors, including exposure to certain chemicals or drugs, but dantrolene is not typically associated with this condition. If aplastic anemia were to occur in a patient taking dantrolene, it would likely be considered an idiosyncratic reaction or due to another cause. Always consult with a healthcare professional for accurate diagnosis and related concerns."
77,dantrolene,Asphyxia,"False. Asphyxia is not a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Asphyxia refers to a condition of severely deficient supply of oxygen to the body due to abnormal breathing. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, or vomiting, but asphyxia is not a typical side effect. It is important to consult the specific prescribing information or a medical professional for a complete list of potential side effects of any medication."
78,dantrolene,Asthenia,"True. Asthenia, which refers to weakness or lack of energy and strength, can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat spasticity associated with conditions like multiple sclerosis, cerebral palsy, and spinal cord injury, as well as to prevent and treat malignant hyperthermia, a life-threatening complication of certain types of anesthesia. As with many medications, dantrolene can have side effects, and asthenia is one of them."
79,dantrolene,Back pain,"Dantrolene is a muscle relaxant used to treat muscle spasticity and is also used in the management of malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, and general feelings of malaise. While back pain is not one of the most commonly reported side effects, it is possible for a patient to experience back pain while taking dantrolene. However, without more specific information about the context in which this statement is made, it is difficult to definitively classify the statement as true or false. It is always important to consult the patient information leaflet or a healthcare professional for the most accurate and personalized side effect profile for any medication."
80,dantrolene,Cardiac failure,"False. Cardiac failure is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat spasticity and malignant hyperthermia, a life-threatening complication of certain drugs used for general anesthesia. The more common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. However, it is important to note that while cardiac failure is not a typical side effect, dantrolene can have serious effects on the heart such as cardiac arrhythmias and changes in blood pressure. Patients with pre-existing cardiac conditions should use dantrolene with caution. Always consult with a healthcare provider for the most accurate and personalized information regarding medication side effects."
81,dantrolene,Chills,"True. Chills can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have a range of side effects, and chills may occur in some individuals. However, it's important to note that side effects can vary from person to person, and not everyone will experience the same side effects from a medication. If someone is experiencing chills or other side effects while taking dantrolene, they should consult with their healthcare provider."
82,dantrolene,Confusional state,"True. Confusional states can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. It can have several side effects, including confusion, dizziness, fatigue, and others. It is important for patients to be aware of the potential side effects and for healthcare providers to monitor for them."
83,dantrolene,Constipation,"False. Constipation is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, and vomiting. However, as with any medication, individual reactions can vary, and it's possible for a person to experience constipation, but it is not listed as a standard side effect. Always consult with a healthcare provider for medical advice and information about potential side effects of medications."
84,dantrolene,Crystalluria,"False. Crystalluria is not a commonly reported side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. Crystalluria, which is the presence of crystals in the urine, is more commonly associated with medications such as sulfonamides or with certain metabolic disorders. Always consult a healthcare provider for information on medication side effects."
85,dantrolene,Diarrhoea,"True. Diarrhea is listed as a possible side effect of dantrolene, a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with any medication, dantrolene can have a range of side effects, and gastrointestinal issues like diarrhea are among them. Patients are advised to consult their healthcare provider if they experience any adverse effects while taking dantrolene."
86,dantrolene,Diplopia,"Diplopia, which is the medical term for double vision, can indeed be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and also to manage malignant hyperthermia. While not one of the most common side effects, diplopia is listed among the possible side effects that patients may experience when taking dantrolene. Therefore, the statement is true. However, it is important to consult medical literature or a healthcare professional for the most current and comprehensive information on medication side effects."
87,dantrolene,Dizziness,"True. Dizziness is a known side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have side effects, and dizziness is one of them. Patients taking dantrolene are advised to be cautious when driving or operating machinery until they know how the drug affects them."
88,dantrolene,Drooling,"Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. Drooling is not typically listed as a common side effect of dantrolene. However, because dantrolene affects muscle control, it is possible that it could indirectly cause issues with controlling saliva, potentially leading to drooling in some individuals. It's important to consult the specific medical literature or a healthcare professional for the most accurate and up-to-date side effect profile of any medication.

Based on the information provided, the statement ""Drooling is a side effect of dantrolene"" is not commonly recognized as true, but it cannot be definitively determined as false without more specific medical context."
89,dantrolene,Dysphagia,"False. Dysphagia, which is difficulty in swallowing, is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity associated with conditions like multiple sclerosis, cerebral palsy, and spinal cord injury, as well as to treat malignant hyperthermia, a life-threatening complication of certain drugs used for anesthesia.

The more common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. However, because dantrolene affects muscle contraction, in theory, it could potentially affect muscles involved in swallowing. If a patient taking dantrolene experiences dysphagia, it should be reported to a healthcare provider, as it may be a sign of an underlying or unrelated condition or a rare side effect not typically associated with the medication."
90,dantrolene,Fatigue,"True. Fatigue can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. It can have several side effects, including fatigue, weakness, drowsiness, and others. Patients taking dantrolene should be aware of the potential side effects and discuss any concerns with their healthcare provider."
91,dantrolene,Gastrointestinal haemorrhage,"False. Gastrointestinal hemorrhage is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others, but gastrointestinal hemorrhage is not typically associated with its use. If gastrointestinal bleeding occurs in a patient taking dantrolene, it would likely be due to another underlying condition or a different medication. Always consult with a healthcare professional for accurate information about medication side effects."
92,dantrolene,Haematuria,"False. Haematuria, which is the presence of blood in urine, is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, and nausea. If someone experiences haematuria while taking dantrolene, it is important to consult a healthcare provider, as it may be a sign of another condition or an interaction with other medications."
93,dantrolene,Hair growth abnormal,"False. Hair growth abnormal is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others, but abnormal hair growth is not typically associated with its use. If you experience any unusual side effects while taking dantrolene, you should consult a healthcare professional."
94,dantrolene,Headache,"True. Headache can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have a range of side effects, and headache is one of them. Patients should always consult their healthcare provider for a complete list of potential side effects and any concerns they may have while taking a medication."
95,dantrolene,Hepatitis,"False. Hepatitis is not a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. While it can have side effects, hepatitis is not typically one of them. However, dantrolene has been associated with liver toxicity, which can range from mild elevations in liver enzymes to severe liver damage, including hepatitis and even fatal hepatic failure in rare instances. It is important for patients taking dantrolene to have their liver function monitored regularly. If you are considering the use of dantrolene or any other medication, please consult with a healthcare professional for personalized medical advice."
96,dantrolene,Hyperhidrosis,"False. Hyperhidrosis, or excessive sweating, is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others, but hyperhidrosis is not typically associated with its use. Always consult the medication's prescribing information or a medical professional for a complete list of potential side effects."
97,dantrolene,Hypersensitivity,"False. Hypersensitivity is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others. However, as with any medication, some individuals may experience allergic reactions, which could potentially be considered a form of hypersensitivity. It is important to consult medical literature or a healthcare professional for the most current and comprehensive information on the side effects of dantrolene."
98,dantrolene,Insomnia,"Dantrolene is a muscle relaxant used to treat spasticity associated with conditions like multiple sclerosis, cerebral palsy, and spinal cord injury. It is also used in the management of malignant hyperthermia, a rare but life-threatening reaction to certain anesthetics.

Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others. Insomnia is not typically listed as a common side effect of dantrolene. However, side effects can vary among individuals, and it's possible for a person to experience side effects that are not commonly reported. If someone is experiencing insomnia while taking dantrolene, they should consult with their healthcare provider.

Therefore, the statement ""Insomnia is a side effect of dantrolene"" is generally false, as insomnia is not a commonly recognized side effect of this medication. However, it's important to note that individual reactions to medication can vary."
99,dantrolene,Intestinal obstruction,"False. Intestinal obstruction is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others, but intestinal obstruction is not typically associated with its use. If someone is experiencing intestinal obstruction, it is important to seek medical attention, as it can be caused by various other conditions that require prompt treatment."
