,drug_name,adr_name,gpt_output
67,metolazone,Vomiting,"True. Vomiting can be a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. As with many medications, it can have a range of side effects, and gastrointestinal symptoms like nausea and vomiting are possible. If someone experiences severe side effects from any medication, they should contact their healthcare provider."
68,metolazone,Xanthopsia,"False. Xanthopsia, which is a visual condition where things appear yellow, is not a common side effect of metolazone. Metolazone is a diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, dehydration, and dizziness, but not xanthopsia.

Xanthopsia has been historically associated with digitalis toxicity, which is caused by an overdose of digitalis, a medication used to treat heart conditions. It is not typically associated with metolazone."
69,metolazone,Eye pruritus,"Eye pruritus, which is itching of the eyes, is not commonly listed as a side effect of metolazone. Metolazone is a thiazide-like diuretic used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, low blood pressure, dizziness, headache, and gastrointestinal issues.

However, as with any medication, individuals may experience different side effects, and it is possible for someone to have an allergic reaction to metolazone, which could potentially cause eye pruritus among other symptoms. If someone experiences this symptom while taking metolazone, they should consult their healthcare provider.

Therefore, the statement ""Eye pruritus is a side effect of metolazone"" is generally false, but there could be rare exceptions where an individual might experience this as an allergic reaction."
70,metolazone,Decreased appetite,"True. Decreased appetite can be a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. As with many medications, it can have a range of side effects, and decreased appetite is one of them. If someone experiences this or any other concerning side effects while taking metolazone, they should consult their healthcare provider."
71,metolazone,Erectile dysfunction,"Erectile dysfunction is not commonly listed as a side effect of metolazone, which is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. However, sexual dysfunction can be an uncommon side effect of many medications used to treat high blood pressure, so while it's not a widely recognized or common side effect of metolazone specifically, it's not impossible for it to occur.

If a patient suspects that metolazone is causing erectile dysfunction, they should consult with their healthcare provider for a professional evaluation, as this could be due to the medication or a result of the underlying conditions being treated. It's important not to make changes to medication regimens without professional guidance."
72,metolazone,Oropharyngeal pain,"Oropharyngeal pain is not a commonly listed side effect of metolazone. Metolazone is a diuretic medication used to treat high blood pressure and fluid retention caused by various conditions, including heart failure. Common side effects of metolazone include electrolyte imbalance, dehydration, hypotension, dizziness, and gastrointestinal issues. However, it is possible for individuals to experience a wide range of side effects from medications, and oropharyngeal pain could occur as a rare or idiosyncratic reaction. If someone experiences oropharyngeal pain while taking metolazone, they should consult their healthcare provider. 

Therefore, the statement is generally false, but with the caveat that individual reactions to medication can vary."
73,dantrolene,Abdominal pain,"True. Abdominal pain can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have side effects, and gastrointestinal symptoms like abdominal pain, diarrhea, and constipation are among them. If someone experiences severe or persistent abdominal pain while taking dantrolene, they should consult a healthcare provider."
74,dantrolene,Anaemia,"Dantrolene is a muscle relaxant used to treat spasticity related to neurological conditions such as multiple sclerosis, cerebral palsy, and spinal cord injury. It is also the drug of choice for the treatment of malignant hyperthermia, a life-threatening complication of certain anesthetics.

Anemia is not a commonly recognized side effect of dantrolene. The more common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, and others. However, it is important to note that while anemia may not be a widely acknowledged or common side effect, it could potentially occur in rare instances or due to interactions with other conditions or medications.

Therefore, the statement ""Anaemia is a side effect of dantrolene"" is generally false, but with the caveat that rare or idiosyncratic reactions can sometimes occur with any medication. Patients should always consult with their healthcare provider for information specific to their situation."
75,dantrolene,Anaphylactic reaction,"False. Anaphylactic reaction is not a typical side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. Anaphylaxis is a severe, potentially life-threatening allergic reaction, but it is not commonly associated with dantrolene. However, as with any medication, it is possible for an individual to have an allergic reaction, including anaphylaxis, but this is not a typical or expected side effect of the drug. If a patient experiences symptoms of an allergic reaction, they should seek medical attention immediately."
76,dantrolene,Aplastic anaemia,"False. Aplastic anemia is not a common side effect of dantrolene. Dantrolene is a muscle relaxant used to treat spasticity and also to manage malignant hyperthermia, a life-threatening complication of certain drugs used for anesthesia. The more common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and occasionally liver dysfunction. Aplastic anemia is a rare and serious condition where the bone marrow stops producing enough new blood cells, and it is not typically associated with dantrolene use. However, as with any medication, there can be rare and severe adverse effects, and any concerns should be discussed with a healthcare professional."
77,dantrolene,Asphyxia,"False. Asphyxia is not a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Asphyxia refers to a condition arising when the body is deprived of oxygen, causing unconsciousness or death; suffocation. It is not listed as a side effect of dantrolene. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, or vomiting, among others. It is important to consult medical professionals or official medical sources for accurate information on medication side effects."
78,dantrolene,Asthenia,"True. Asthenia, which refers to physical weakness or lack of energy, can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat conditions such as spasticity associated with spinal cord injuries, cerebral palsy, and multiple sclerosis, as well as malignant hyperthermia, a life-threatening complication of certain drugs used for general anesthesia. As with many medications, dantrolene can have side effects, and asthenia is one of them. Patients taking dantrolene should be monitored for this and other potential side effects."
79,dantrolene,Back pain,"Dantrolene is a muscle relaxant used to treat spasticity related to spinal cord injuries, cerebral palsy, and other neurological conditions. It is also used to treat and prevent malignant hyperthermia, a life-threatening complication of certain drugs used during anesthesia.

Back pain is not a commonly listed side effect of dantrolene. The more common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, and others. However, because individual reactions to medication can vary, it is possible for a person to experience back pain while taking dantrolene, even if it is not a widely recognized side effect.

If a patient experiences back pain while taking dantrolene, they should consult their healthcare provider to determine if the medication is the cause or if there is another underlying issue.

Therefore, the statement ""Back pain is a side effect of dantrolene"" is generally false, but with the caveat that individual reactions can vary."
80,dantrolene,Cardiac failure,"False. Cardiac failure is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. While it can have effects on the cardiovascular system, such as potential hypotension, cardiac failure is not a typical side effect. However, as with any medication, it is important to monitor patients for any adverse reactions. Always consult with a healthcare professional for the most accurate and personalized information regarding medication side effects."
81,dantrolene,Chills,"True. Chills can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have a range of side effects, and chills or a feeling of coldness can occur in some individuals taking the drug. It is important for patients to discuss potential side effects with their healthcare provider and report any adverse reactions they experience while taking dantrolene."
82,dantrolene,Confusional state,"True. Confusional states can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat spasticity and also to prevent and treat malignant hyperthermia, a life-threatening complication of certain drugs used for general anesthesia. As with many medications, dantrolene can have various side effects, and central nervous system side effects such as drowsiness, dizziness, fatigue, and confusion have been reported. It is important for patients to be aware of these potential side effects and for healthcare providers to monitor for them."
83,dantrolene,Constipation,"False. Constipation is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, and vomiting, but not typically constipation. However, as with any medication, individual reactions can vary, and it's possible for a person to experience constipation while taking dantrolene, even if it is not a widely reported side effect. It's important for individuals to consult with a healthcare provider for personalized information about potential side effects of any medication."
84,dantrolene,Crystalluria,"False. Crystalluria is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. Crystalluria, which is the presence of crystals in the urine, is more commonly associated with medications such as sulfonamides or with certain metabolic disorders. Always consult a healthcare provider for information about medication side effects and any medical concerns."
85,dantrolene,Diarrhoea,"True. Diarrhea is listed as a possible side effect of dantrolene, a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. However, not all patients will experience this side effect, and the severity can vary among those who do. Always consult with a healthcare provider for medical advice and information about potential side effects of medications."
86,dantrolene,Diplopia,"Diplopia, which is the medical term for double vision, can indeed be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. While not one of the most common side effects, diplopia is listed among the possible adverse reactions to this medication. Therefore, the statement is true. However, it is important to note that side effects can vary among individuals, and not everyone will experience them. Always consult with a healthcare provider for medical advice and information about potential side effects of medications."
87,dantrolene,Dizziness,"True. Dizziness is a known side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have side effects, and dizziness is one of them. Patients taking dantrolene are advised to be cautious when driving or operating machinery until they know how the drug affects them."
88,dantrolene,Drooling,"Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others. Drooling is not typically listed as a common side effect of dantrolene. However, because dantrolene affects muscle control, it could potentially cause issues that might lead to drooling in some individuals, especially if it affects the muscles involved in swallowing. But this would be more of an indirect effect rather than a direct side effect like those more commonly reported.

Therefore, the statement ""Drooling is a side effect of dantrolene"" is generally false, as drooling is not a recognized common side effect of this medication. However, if a patient experiences unusual side effects, they should consult their healthcare provider."
89,dantrolene,Dysphagia,"False. Dysphagia, which is difficulty in swallowing, is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others, but dysphagia is not typically associated with its use. However, as with any medication, it is possible for individuals to experience a wide range of reactions, and if someone taking dantrolene experiences dysphagia, they should consult their healthcare provider."
90,dantrolene,Fatigue,"True. Fatigue can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and also to prevent and treat malignant hyperthermia. Like many medications, it can have side effects, and fatigue is one of them. Other side effects may include weakness, drowsiness, nausea, diarrhea, and others. It is important for patients to discuss potential side effects with their healthcare provider."
91,dantrolene,Gastrointestinal haemorrhage,"False. Gastrointestinal hemorrhage is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others, but gastrointestinal hemorrhage is not typically associated with its use. If gastrointestinal bleeding occurs in a patient taking dantrolene, it would likely be due to another cause and should be evaluated by a healthcare professional."
92,dantrolene,Haematuria,"False. Haematuria, which is the presence of blood in urine, is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, and nausea. If someone experiences haematuria while taking dantrolene, it is important to consult a healthcare provider, as it may be a sign of another condition or a rare side effect that requires medical attention."
93,dantrolene,Hair growth abnormal,"False. Hair growth abnormal is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat spasticity related to neurological conditions like multiple sclerosis, cerebral palsy, and conditions such as malignant hyperthermia. Common side effects of dantrolene may include muscle weakness, drowsiness, dizziness, diarrhea, nausea, and others, but abnormal hair growth is not typically associated with its use. If you experience any unusual side effects while taking dantrolene, you should consult a healthcare professional."
94,dantrolene,Headache,"True. Headache can be a side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. As with many medications, it can have a range of side effects, and headache is one of them. Patients should always consult their healthcare provider for a complete list of potential side effects and any concerns they may have regarding their medications."
95,dantrolene,Hepatitis,"False.

Hepatitis is not a side effect of dantrolene; rather, it is a potential adverse reaction. Dantrolene is a muscle relaxant used to treat spasticity and malignant hyperthermia. While it is generally well-tolerated, one of the serious potential side effects of dantrolene is hepatotoxicity, which can lead to liver damage, including hepatitis. Hepatitis refers to inflammation of the liver, which can be caused by various factors, including viral infections, alcohol abuse, toxins, medications, and certain medical conditions. It is important for patients taking dantrolene to have their liver function monitored regularly to detect any signs of liver damage early."
96,dantrolene,Hyperhidrosis,"False. Hyperhidrosis, or excessive sweating, is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat spasticity related to spinal cord injuries, cerebral palsy, and multiple sclerosis, as well as malignant hyperthermia, a life-threatening complication of certain drugs used for general anesthesia.

The more common side effects of dantrolene include weakness, drowsiness, dizziness, diarrhea, nausea, and others. However, it's important to note that while hyperhidrosis is not a typical side effect, individual reactions to medication can vary, and it's possible for any medication to cause an unusual side effect in a small number of people. If a patient taking dantrolene experiences hyperhidrosis, they should consult their healthcare provider."
97,dantrolene,Hypersensitivity,"False. Hypersensitivity is not a commonly listed side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity and malignant hyperthermia. Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others. However, as with any medication, some individuals may experience allergic reactions, which could be considered a form of hypersensitivity. If a patient has a known allergy to dantrolene, they should avoid the medication to prevent a hypersensitivity reaction. Always consult with a healthcare provider for the most accurate and personalized information regarding medication side effects and individual reactions."
98,dantrolene,Insomnia,"Dantrolene is a muscle relaxant used to treat spasticity associated with conditions like spinal cord injury, stroke, cerebral palsy, or multiple sclerosis. It is also used in the management of malignant hyperthermia, a life-threatening complication of certain anesthetics.

Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, and others. Insomnia is not typically listed as a common side effect of dantrolene. However, side effects can vary among individuals, and it's possible for a person to experience side effects that are not commonly reported. If someone is experiencing insomnia while taking dantrolene, they should consult with their healthcare provider.

Therefore, the statement ""Insomnia is a side effect of dantrolene"" is generally false, but it's important to note that side effects can be individual-specific."
99,dantrolene,Intestinal obstruction,"False. Intestinal obstruction is not a commonly recognized side effect of dantrolene. Dantrolene is a muscle relaxant used to treat muscle spasticity associated with conditions like multiple sclerosis, cerebral palsy, and spinal cord injury, as well as to prevent and treat malignant hyperthermia, a life-threatening complication of certain drugs used for general anesthesia.

Common side effects of dantrolene may include weakness, drowsiness, dizziness, diarrhea, nausea, vomiting, and others, but intestinal obstruction is not typically associated with its use. If you suspect an intestinal obstruction or any severe side effects, it is important to seek medical attention promptly. Always consult with a healthcare provider for accurate information about medication side effects and any health concerns."
