file,set_id,spl_version,title,ingredient_rx_cui,ingredient_name,pt_meddra_id,pt_meddra_term,cohort_id,condition_name,positive_controls,label,cohort_id_right,drug_concept_id,affect,reference
./data/2024_latest_labels/latest_labels_ingredients/20240221_d1f64796-6ba0-415c-a6a0-5456b21a7ed6.json,d1f64796-6ba0-415c-a6a0-5456b21a7ed6,5,"These highlights do not include all the information needed to use FENOFIBRATE TABLETS safely and effectively. See full prescribing information for FENOFIBRATE TABLETS.
 
FENOFIBRATE tablets, for oral use
 
Initial U.S. Approval: 1993",8703,fenofibrate,10060795,hepatic enzyme increased,500000301,acute liver injury,14,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231011_c35e019d-ec34-4e61-9400-a7ae7913e025.json,c35e019d-ec34-4e61-9400-a7ae7913e025,3,"These highlights do not include all the information needed to use ERLOTINIB TABLETS safely and effectively. See full prescribing information for ERLOTINIB TABLETS.
ERLOTINIB tablets, for oral use Initial U.S. Approval: 2004",337525,erlotinib,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240130_caad4ada-2cf9-4e12-99df-6ca4388cf0f6.json,caad4ada-2cf9-4e12-99df-6ca4388cf0f6,100,"These highlights do not include all the information needed to use DEXLANSOPRAZOLE DELAYED-RELEASE CAPSULES safely and effectively. See full prescribing information for DEXLANSOPRAZOLE DELAYED-RELEASE CAPSULES.


DEXLANSOPRAZOLE delayed-release capsules, for oral use 

Initial U.S. Approval: 1995 (lansoprazole)",816346,dexlansoprazole,10018830,haematemesis,500001001,gi bleed,11,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240203_453a5759-2f0d-421d-be78-81ab97c8ce77.json,453a5759-2f0d-421d-be78-81ab97c8ce77,1,"These highlights do not include all the information needed to use DESVENLAFAXINE EXTENDED-RELEASE TABLETS safely and effectively. See full prescribing information for DESVENLAFAXINE EXTENDED-RELEASE TABLETS.DESVENLAFAXINE extended-release tablets, for oral useInitial U.S. Approval: 2008",734064,desvenlafaxine,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231102_0c721ba4-ae19-417f-aae1-221ed1a0866a.json,0c721ba4-ae19-417f-aae1-221ed1a0866a,29,"These highlights do not include all the information needed to use PROCRIT safely and effectively. See full prescribing information for PROCRIT.
 

PROCRIT 
 ®(epoetin alfa) injection, for intravenous or subcutaneous use
 
Initial U.S. Approval: 1989",105694,epoetin alfa,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,500000801,1301125,1,1
./data/2024_latest_labels/latest_labels_ingredients/20231231_b9bc3907-bfa7-4d9f-90d9-c2097230f7e4.json,b9bc3907-bfa7-4d9f-90d9-c2097230f7e4,5,"Ethacrynic Acid Tablets, USP 

(25 mg)


Rx Only",62349,ethacrynate,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240217_64b7df84-c990-49f7-bc04-0cccfd7d2019.json,64b7df84-c990-49f7-bc04-0cccfd7d2019,14,"These highlights do not include all the information needed to use TRAMADOL HYDROCHLORIDE TABLETS safely and effectively. See full prescribing information for TRAMADOL HYDROCHLORIDE TABLETS.
 



TRAMADOL HYDROCHLORIDE tablets, for oral use, C-IV
 

Initial U.S. Approval: 1995",10689,tramadol,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240224_51635427-fb13-45ee-813d-a40b0405d14f.json,51635427-fb13-45ee-813d-a40b0405d14f,7,"Diclofenac Sodium Extended-Release Tablets, USP, Tablets of 100 mg
  

Rx only
  

Prescribing Information",3355,diclofenac,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231228_67e3ba3c-77e1-43b5-a93c-5bf5e3855780.json,67e3ba3c-77e1-43b5-a93c-5bf5e3855780,2,"GRISEOFULVIN ORAL SUSPENSION, USP


Microsize


125 mg/5 mL




Rx only",5021,griseofulvin,10060795,hepatic enzyme increased,500000301,acute liver injury,14,1,500000301,1763779,0,1
./data/2024_latest_labels/latest_labels_ingredients/20231228_040a97e5-efd1-4a2f-b737-2f13e5366d70.json,040a97e5-efd1-4a2f-b737-2f13e5366d70,7,Selegiline Hydrochloride Tablets USP 5 mg,9639,selegiline,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240223_4911f343-68e6-71b0-e054-00144ff8d46c.json,4911f343-68e6-71b0-e054-00144ff8d46c,5,"These highlights do not include all the information needed to use MELOXICAM TABLETS safely and effectively. See full prescribing information for MELOXICAM TABLETS.
 

Initial U.S. Approval: 2000",41493,meloxicam,10019851,hepatotoxicity,500000301,acute liver injury,28,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20160806_77d619f8-05a3-408a-a6f8-1511694b6a24.json,77d619f8-05a3-408a-a6f8-1511694b6a24,3,TICLOPIDINE HYDROCHLORIDE TABLETS USP 0154 Rx only,10594,ticlopidine,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20160806_77d619f8-05a3-408a-a6f8-1511694b6a24.json,77d619f8-05a3-408a-a6f8-1511694b6a24,3,TICLOPIDINE HYDROCHLORIDE TABLETS USP 0154 Rx only,10594,ticlopidine,10019692,hepatic necrosis,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240201_f06d1bb3-83f1-4d84-8004-4c6681ad8a5a.json,f06d1bb3-83f1-4d84-8004-4c6681ad8a5a,4,"These highlights do not include all the information needed to use PACLITAXEL PROTEIN-BOUND PARTICLES FOR INJECTABLE SUSPENSION (ALBUMIN-BOUND) safely and effectively. See full prescribing information for PACLITAXEL PROTEIN-BOUND PARTICLES FOR INJECTABLE SUSPENSION (ALBUMIN-BOUND).
PACLITAXEL PROTEIN-BOUND PARTICLES FOR INJECTABLE SUSPENSION (ALBUMIN-BOUND), for intravenous use Initial U.S. Approval: 2005",56946,paclitaxel,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240209_22477d77-3369-43cf-a444-dfc7ea69cacf.json,22477d77-3369-43cf-a444-dfc7ea69cacf,2,"BACLOFEN TABLETS USP

Rx only",1292,baclofen,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231201_fee3bd4a-ade3-41fa-839a-48e9af69bcf4.json,fee3bd4a-ade3-41fa-839a-48e9af69bcf4,5,"Diprivan® (Propofol) Injectable Emulsion, USP",8782,propofol,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20211217_52fea941-0b47-41c1-b00d-f88150e8ab93.json,52fea941-0b47-41c1-b00d-f88150e8ab93,13,WARNING,10502,thioridazine,10019851,hepatotoxicity,500000301,acute liver injury,28,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240202_86c0b4ae-5e38-4efe-88af-50ac560e294f.json,86c0b4ae-5e38-4efe-88af-50ac560e294f,8,"These highlights do not include all the information needed to use IBANDRONATE SODIUM TABLETS safely and effectively. See full prescribing information for IBANDRONATE SODIUM TABLETS.
 IBANDRONATE SODIUM tablets, for oral use Initial U.S. Approval: 2003",115264,ibandronate,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231116_b7241707-7538-4d1a-91e7-3a25a91e0b9a.json,b7241707-7538-4d1a-91e7-3a25a91e0b9a,14,"These highlights do not include all the information needed to use IFEX (ifosfamide) safely and effectively.  See full prescribing information for IFEX.
IFEX (ifosfamide) for injection, intravenous useInitial U.S. Approval: 1988",5657,ifosfamide,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231116_b7241707-7538-4d1a-91e7-3a25a91e0b9a.json,b7241707-7538-4d1a-91e7-3a25a91e0b9a,14,"These highlights do not include all the information needed to use IFEX (ifosfamide) safely and effectively.  See full prescribing information for IFEX.
IFEX (ifosfamide) for injection, intravenous useInitial U.S. Approval: 1988",5657,ifosfamide,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20230620_20e5acf0-90b7-45c8-be78-91eaf77c9ac0.json,20e5acf0-90b7-45c8-be78-91eaf77c9ac0,2,"These highlights do not include all the information needed to use FLUDARABINE phosphate injection safely and effectively. See full prescribing information for FLUDARABINE phosphate injection.
FLUDARABINE phosphate injection, for intravenous use onlyInitial U.S. Approval: 1991",24698,fludarabine,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240203_a1787fad-3612-43e1-98fa-ce62361e0b3c.json,a1787fad-3612-43e1-98fa-ce62361e0b3c,13,"These highlights do not include all the information needed to use IMATINIB MESYLATE TABLETS safely and effectively.  See full prescribing information for IMATINIB MESYLATE TABLETS. IMATINIB MESYLATE tablets, for oral useInitial U.S. Approval: 2001",282388,imatinib,10018830,haematemesis,500001001,gi bleed,11,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240201_b17679e8-88c8-4b8d-bfae-246fab6eead9.json,b17679e8-88c8-4b8d-bfae-246fab6eead9,13,"These highlights do not include all the information needed to use DOCETAXEL INJECTION safely and effectively. See full prescribing information for DOCETAXEL INJECTION.DOCETAXEL injection, for intravenous use
Initial U.S. Approval: 1996",72962,docetaxel,10024690,liver function test abnormal,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20210106_dd367eec-359a-4065-b5c3-7c0107c823fe.json,dd367eec-359a-4065-b5c3-7c0107c823fe,7,"Tolcapone Tablets

100 mg",72937,tolcapone,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240223_749e42fb-2fe0-45dd-9268-b43bb3f4081c.json,749e42fb-2fe0-45dd-9268-b43bb3f4081c,32,"These highlights do not include all the information needed to use TRACLEER safely and effectively. See full prescribing information for TRACLEER.
 



TRACLEER 
 ®(bosentan) tablets, for oral use
 

TRACLEER 
 ®(bosentan) tablets for oral suspension
 

Initial U.S. Approval: 2001",75207,bosentan,10019663,hepatic failure,500000301,acute liver injury,45,1,500000301,1321636,1,1
./data/2024_latest_labels/latest_labels_ingredients/20240222_918d0e2a-3af3-46e8-ad06-528263e03ba0.json,918d0e2a-3af3-46e8-ad06-528263e03ba0,11,"These highlights do not include all the information needed to use fentanyl buccal tablet safely and effectively.  See full prescribing information for fentanyl buccal tablet. 
 Fentanyl Buccal Tablet, CII    Initial U.S. Approval: 1968",4337,fentanyl,10062237,renal impairment,500000401,acute kidney injury,8,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240117_8c5d6067-16a1-43ab-9e52-a33c600a5c44.json,8c5d6067-16a1-43ab-9e52-a33c600a5c44,2,"These highlights do not include all the information needed to use DECITABINE FOR INJECTION safely and effectively. See full prescribing information for DECITABINE FOR INJECTION.
DECITABINE for injection, for intravenous useInitial U.S. Approval: 2006",15657,decitabine,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240202_819207a2-0c37-b275-e053-2a91aa0afb36.json,819207a2-0c37-b275-e053-2a91aa0afb36,7,"AMINOPHYLLINE INJ., USP 500mg (25mg/mL) 20mL VIAL",689,aminophylline,10018830,haematemesis,500001001,gi bleed,11,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240202_b2ab70e4-ca0c-4a73-9c98-974bf94e890c.json,b2ab70e4-ca0c-4a73-9c98-974bf94e890c,14,"LEVORPHANOL TARTRATE TABLETS USP, CII

Rx Only",6378,levorphanol,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231201_3bc8668e-8ec3-4c54-b46b-5ca0dac87c1b.json,3bc8668e-8ec3-4c54-b46b-5ca0dac87c1b,13,"These highlights do not include all the information needed to use MICAFUNGIN FOR INJECTION safely and effectively. See full prescribing information for MICAFUNGIN FOR INJECTION.
 MICAFUNGIN for Injection, for intravenous infusion only Initial U.S. Approval: 2005",325887,micafungin,10019837,hepatocellular injury,500000301,acute liver injury,3,1,,,,
./data/2024_latest_labels/train_xml/20211231_ca70b23e-6f02-43a8-9c88-9550c0d230cf.json,ca70b23e-6f02-43a8-9c88-9550c0d230cf,100,"These highlights do not include all the information needed to use ELIQUIS safely and effectively. See full prescribing information for ELIQUIS.
ELIQUIS® (apixaban) tablets, for oral useInitial U.S. Approval: 2012",1364430,apixaban,10024690,liver function test abnormal,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240118_b471eb51-488e-5312-e053-2a95a90a8116.json,b471eb51-488e-5312-e053-2a95a90a8116,5,"These highlights do not include all the information needed to use FULVESTRANT INJECTION safely and effectively. See full prescribing information for FULVESTRANT INJECTION.
 
FULVESTRANT injection, for intramuscular use
 
Initial U.S. Approval: 2002",282357,fulvestrant,10024690,liver function test abnormal,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240217_3cf751f2-a0c9-45d7-8acb-2bc61db0e4ac.json,3cf751f2-a0c9-45d7-8acb-2bc61db0e4ac,9,"Mesalamine Rectal Suspension Enema

4 grams/unit (60 mL)",52582,mesalamine,10024690,liver function test abnormal,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240131_7b11f6ac-4c27-4748-9e65-22d4cf3adfb4.json,7b11f6ac-4c27-4748-9e65-22d4cf3adfb4,6,"These highlights do not include all the information needed to use SAXENDA® safely and effectively.  See full prescribing information for SAXENDA.SAXENDA (liraglutide) injection, for subcutaneous useInitial U.S. Approval: 2010",475968,liraglutide,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/gold_xml/20230715_5a9ef4ea-c76a-4d34-a604-27c5b505f5a4.json,5a9ef4ea-c76a-4d34-a604-27c5b505f5a4,27,"These highlights do not include all the information needed to use VICTOZA safely and effectively. See full prescribing information for VICTOZA.VICTOZA® (liraglutide) injection, for subcutaneous useInitial U.S. Approval: 2010",475968,liraglutide,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231118_4c61e68e-f2d1-4998-aae7-62997971dab7.json,4c61e68e-f2d1-4998-aae7-62997971dab7,4,"FOSCAVIR 
 ® 


(foscarnet sodium) INJECTION",33562,foscarnet,10062237,renal impairment,500000401,acute kidney injury,8,1,,,,
./data/2024_latest_labels/train_xml/20141007_144067b2-0532-476a-996e-e4a0a9d09b05.json,144067b2-0532-476a-996e-e4a0a9d09b05,1,"These highlights do not include all the information needed to use STRIBILD safely and effectively. See full prescribing information for STRIBILD.
 STRIBILD® (elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate) tablets, for oral useInitial U.S. Approval: 2012",1306284,cobicistat,10062237,renal impairment,500000401,acute kidney injury,8,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240207_a3087a39-f218-4f16-a1e7-17c39bb2eb69.json,a3087a39-f218-4f16-a1e7-17c39bb2eb69,5,"HYDROXOCOBALAMIN INJECTION USP
Rx Only",5514,hydroxocobalamin,10062237,renal impairment,500000401,acute kidney injury,8,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20211014_96f19af4-de8f-4fd7-90d8-55fe6ebdd81d.json,96f19af4-de8f-4fd7-90d8-55fe6ebdd81d,15,"",588003,meclofenamate,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231222_674e0e6d-46ed-4868-9196-04019d667716.json,674e0e6d-46ed-4868-9196-04019d667716,24,"",8011,pentostatin,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240110_d4500795-3b07-4a7d-b432-73cafbb3dbc6.json,d4500795-3b07-4a7d-b432-73cafbb3dbc6,2,"Aztreonam for Injection, USP",1272,aztreonam,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240210_7a7974c7-8b6c-41ae-9a48-a08a1439087a.json,7a7974c7-8b6c-41ae-9a48-a08a1439087a,100,"These highlights do not include all the information needed to use TRETINOIN CAPSULES safely and effectively. See full prescribing information for TRETINOIN CAPSULES
.



TRETINOIN 
capsules, for oral use 

Initial U.S. Approval: 1995",10753,tretinoin,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240222_c7bb6ba1-9a7f-43f5-b058-ef26d4b59221.json,c7bb6ba1-9a7f-43f5-b058-ef26d4b59221,3,"These highlights do not include all the information needed to use EVEROLIMUS TABLETS safely and effectively. See full prescribing information for EVEROLIMUS TABLETS.
 EVEROLIMUS tablets, for oral use Initial U.S. Approval: 2009",141704,everolimus,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/gold_xml/20240223_8d663642-f52e-49c0-a023-2da083fdfc0b.json,8d663642-f52e-49c0-a023-2da083fdfc0b,6,"These highlights do not include all the information needed to use SYLVANT 
 ®safely and effectively. See full prescribing information for SYLVANT.
 

SYLVANT (siltuximab) for injection, for intravenous use
 
Initial U.S. Approval: 2014",1535218,siltuximab,10062237,renal impairment,500000401,acute kidney injury,8,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240123_5f01e40a-b6f6-40fb-b37c-3d06f1428e86.json,5f01e40a-b6f6-40fb-b37c-3d06f1428e86,27,"These highlights do not include all the information needed to use GLATOPA safely and effectively. See full prescribing information for GLATOPA.
GLATOPA® (glatiramer acetate injection), for subcutaneous useInitial U.S. Approval: 1996",214582,glatiramer,10018830,haematemesis,500001001,gi bleed,11,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240123_5f01e40a-b6f6-40fb-b37c-3d06f1428e86.json,5f01e40a-b6f6-40fb-b37c-3d06f1428e86,27,"These highlights do not include all the information needed to use GLATOPA safely and effectively. See full prescribing information for GLATOPA.
GLATOPA® (glatiramer acetate injection), for subcutaneous useInitial U.S. Approval: 1996",214582,glatiramer,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231129_d1e41dcf-e82a-47c2-a0ad-6c6eef621834.json,d1e41dcf-e82a-47c2-a0ad-6c6eef621834,16,"These highlights do not include all the information needed to use NERLYNX safely and effectively. See full prescribing information for NERLYNX.
 



NERLYNX 
 ®(neratinib) tablets, for oral use
 

Initial U.S. Approval: 2017",1940643,neratinib,10019851,hepatotoxicity,500000301,acute liver injury,28,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240217_458e043d-6584-4503-b398-2032d3cce2f1.json,458e043d-6584-4503-b398-2032d3cce2f1,22,"Clindamycin Injection, USP",2582,clindamycin,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/train_xml/20221029_39d53698-57fa-7c99-fc5b-f52a55684826.json,39d53698-57fa-7c99-fc5b-f52a55684826,26,"These highlights do not include all the information needed to use TREANDA safely and effectively. See full prescribing information for TREANDA.
TREANDA® (bendamustine hydrochloride) injection, for intravenous useTREANDA® (bendamustine hydrochloride) for injection, for intravenous useInitial U.S. Approval: 2008",134547,bendamustine,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240131_fedfd1db-7e32-44b2-89e9-7bb00ee6810d.json,fedfd1db-7e32-44b2-89e9-7bb00ee6810d,24,"Sojourn®
 
Sevoflurane, USP
 
Volatile Liquid for Inhalation",36453,sevoflurane,10019692,hepatic necrosis,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20220727_551e43d5-f700-4d6e-8029-026f8a8932ff.json,551e43d5-f700-4d6e-8029-026f8a8932ff,14,These highlights do not include all the information needed to use SOLOSEC® safely and effectively. See full prescribing information for SOLOSEC.SOLOSEC® (secnidazole) oral granulesInitial U.S. Approval: 2017,36314,secnidazole,10000804,acute hepatic failure,500000301,acute liver injury,5,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240102_adc84ad5-a04d-4fee-9ba8-91f7abd928e3.json,adc84ad5-a04d-4fee-9ba8-91f7abd928e3,29,"These highlights do not include all the information needed to use BOSULIF safely and effectively. See full prescribing information for BOSULIF. 
BOSULIF® (bosutinib) tablets, for oral useBOSULIF® (bosutinib) capsules, for oral use Initial U.S. Approval: 2012",1307619,bosutinib,10019837,hepatocellular injury,500000301,acute liver injury,3,1,,,,
./data/2024_latest_labels/train_xml/20220817_d5929f91-6496-4c0e-97e8-0bd524e15763.json,d5929f91-6496-4c0e-97e8-0bd524e15763,3,"These highlights do not include all the information needed to use BOSULIF safely and effectively. See full prescribing information for BOSULIF.
 BOSULIF® (bosutinib) tablets, for oral use Initial U.S. Approval: 2012",1307619,bosutinib,10060795,hepatic enzyme increased,500000301,acute liver injury,14,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231129_cd86ee78-2781-468b-930c-3c4677bcc092.json,cd86ee78-2781-468b-930c-3c4677bcc092,25,"These highlights do not include all the information needed to use ZOLINZA safely and effectively. See full prescribing information for ZOLINZA. 
ZOLINZA® (vorinostat capsules, for oral use) Initial U.S. Approval: 2006",194337,vorinostat,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20221021_cdfbe0cd-eb15-45a1-ac17-531bcda21aec.json,cdfbe0cd-eb15-45a1-ac17-531bcda21aec,11,"These highlights do not include all the information needed to use OCALIVA® safely and effectively.  See full prescribing information for OCALIVA. 
OCALIVA® (obeticholic acid) tablets, for oral use Initial U.S. Approval: 2016",1798288,obeticholic acid,10019663,hepatic failure,500000301,acute liver injury,45,1,,,,
./data/2024_latest_labels/gold_xml/20221119_5526617c-c7b9-4556-886d-729bbabbc566.json,5526617c-c7b9-4556-886d-729bbabbc566,21,"These highlights do not include all the information needed to use SAMSCA safely and effectively. See full prescribing information for SAMSCA.
 SAMSCA® (tolvaptan) tablets, for oral use Initial U.S. Approval: 2009",358257,tolvaptan,10019663,hepatic failure,500000301,acute liver injury,45,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231229_4b4725eb-95f1-45cc-852f-152beb5f1e2c.json,4b4725eb-95f1-45cc-852f-152beb5f1e2c,4,"These highlights do not include all the information needed to use THIOTEPA FOR INJECTION safely and effectively. See full prescribing information for THIOTEPA FOR INJECTION.THIOTEPA for injection, for intravenous, intracavitary, or intravesical useInitial U.S. Approval: 1959",10473,thiotepa,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/gold_xml/20230607_5e4cf15b-bf7b-4b83-863e-e9ef27741a51.json,5e4cf15b-bf7b-4b83-863e-e9ef27741a51,25,"These highlights do not include all the information needed to use FOLOTYN® safely and effectively. See full prescribing information for FOLOTYN. FOLOTYN (pralatrexate injection), for intravenous use   Initial U.S. Approval: 2009",662019,pralatrexate,10024690,liver function test abnormal,500000301,acute liver injury,15,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231201_7499fc35-fae8-44ad-bbab-9a1a589bf3ee.json,7499fc35-fae8-44ad-bbab-9a1a589bf3ee,20,"These highlights do not include all the information needed to use ETOPOPHOS safely and effectively. See full prescribing information for ETOPOPHOS.
ETOPOPHOS® (etoposide phosphate) for injection, for intravenous useInitial U.S. Approval: 1983",4179,etoposide,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20221201_857e53aa-1098-4dad-b654-0276cdd43e03.json,857e53aa-1098-4dad-b654-0276cdd43e03,4,"These highlights do not include all the information needed to use RYLAZE safely and effectively. See full prescribing information for RYLAZE.
RYLAZE® (asparaginase erwinia chrysanthemi (recombinant)-rywn) injection, for intramuscular useInitial U.S. Approval: 2021",1156,asparaginase,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231117_a3e4c8e5-bff0-4a8f-8401-e9866c846ee2.json,a3e4c8e5-bff0-4a8f-8401-e9866c846ee2,3,"These highlights do not include all the information needed to use Suprane (desflurane, USP) safely and effectively. See full prescribing information for Suprane (desflurane, USP).Suprane (desflurane, USP) Volatile Liquid for InhalationInitial U.S. Approval:  1992",27340,desflurane,10028596,myocardial infarction,500000801,acute myocardial infarction,29,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231201_a398400e-bd31-41a9-9696-4f7c06569ede.json,a398400e-bd31-41a9-9696-4f7c06569ede,14,"These highlights do not include all the information needed to use XOFIGO safely and effectively.  See full prescribing information for XOFIGO.
XOFIGO (radium Ra 223 dichloride) injection, for intravenous useInitial U.S. Approval: 2013",1546450,radium,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20231122_faf3dd6a-9cd0-39c2-0d2e-232cb3f67565.json,faf3dd6a-9cd0-39c2-0d2e-232cb3f67565,26,"These highlights do not include all the information needed to use JARDIANCE safely and effectively.  See full prescribing information for JARDIANCE. 
JARDIANCE® (empagliflozin tablets), for oral useInitial U.S. Approval: 2014",1545653,empagliflozin,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20221217_2c3db989-d7ad-41ed-9ebf-698dcf6c24ec.json,2c3db989-d7ad-41ed-9ebf-698dcf6c24ec,7,"These highlights do not include all the information needed to use DEFITELIO safely and effectively.  See full prescribing information for DEFITELIO.
DEFITELIO (defibrotide sodium) injection, for intravenous useInitial U.S. Approval: 2016",1311089,defibrotide,10017955,gastrointestinal haemorrhage,500001001,gi bleed,21,1,,,,
./data/2024_latest_labels/train_xml/20230105_b4c2c9dc-a0bb-4d64-a667-a67ebe88392d.json,b4c2c9dc-a0bb-4d64-a667-a67ebe88392d,37,"These highlights do not include all the information needed to use CIMZIA® safely and effectively. See full prescribing information for CIMZIA.
 



CIMZIA (certolizumab pegol) for injection, for subcutaneous use
 

CIMZIA (certolizumab pegol) injection, for subcutaneous use
 

Initial U.S. Approval: 2008",709271,certolizumab pegol,10038435,renal failure,500000401,acute kidney injury,20,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20230105_b4c2c9dc-a0bb-4d64-a667-a67ebe88392d.json,b4c2c9dc-a0bb-4d64-a667-a67ebe88392d,37,"These highlights do not include all the information needed to use CIMZIA® safely and effectively. See full prescribing information for CIMZIA.
 



CIMZIA (certolizumab pegol) for injection, for subcutaneous use
 

CIMZIA (certolizumab pegol) injection, for subcutaneous use
 

Initial U.S. Approval: 2008",709271,certolizumab pegol,10060795,hepatic enzyme increased,500000301,acute liver injury,14,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20240130_3d30eb8d-a62e-475f-926b-78ba63bee9c8.json,3d30eb8d-a62e-475f-926b-78ba63bee9c8,11,"FORANE (isoflurane, USP) liquid for inhalation",6026,isoflurane,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
./data/2024_latest_labels/latest_labels_ingredients/20230125_c16ac648-d5d2-9f7d-8637-e2328572754e.json,c16ac648-d5d2-9f7d-8637-e2328572754e,15,"These highlights do not include all the information needed to use NULOJIX safely and effectively. See full prescribing information for NULOJIX.
NULOJIX (belatacept) for injection, for intravenous useInitial U.S. Approval: 2011",1112973,belatacept,10069339,acute kidney injury,500000401,acute kidney injury,6,1,,,,
