,ingredient_name,pt_meddra_term,condition_name,affect,gpt_output,response
432,abacavir,renal failure,acute kidney injury,0.0,false,false
433,thioridazine,hepatotoxicity,acute liver injury,0.0,true,true
434,pentobarbital,liver injury,acute liver injury,0.0,true,true
435,carbidopa,gastrointestinal haemorrhage,gi bleed,0.0,False,false
436,ibandronate,renal failure,acute kidney injury,0.0,True,true
437,enalapril,renal impairment,acute kidney injury,0.0,true,true
438,paricalcitol,gastrointestinal haemorrhage,gi bleed,0.0,false,false
439,dolutegravir,hepatotoxicity,acute liver injury,0.0,false,false
440,imatinib,haematemesis,gi bleed,0.0,False,false
441,imatinib,acute kidney injury,acute kidney injury,0.0,false,false
442,tobramycin,renal impairment,acute kidney injury,0.0,true,true
443,abiraterone,acute hepatic failure,acute liver injury,0.0,false,false
444,fentanyl,renal impairment,acute kidney injury,0.0,True,true
445,decitabine,myocardial infarction,acute myocardial infarction,0.0,False,false
446,teriflunomide,myocardial infarction,acute myocardial infarction,0.0,False,false
447,methylphenidate,acute hepatic failure,acute liver injury,0.0,False,false
448,deferasirox,hepatic failure,acute liver injury,0.0,true,true
449,vigabatrin,gastrointestinal haemorrhage,gi bleed,0.0,true,true
450,cyclophosphamide,hepatic enzyme increased,acute liver injury,0.0,True,true
451,remifentanil,renal failure,acute kidney injury,0.0,true,true
452,liothyronine,myocardial infarction,acute myocardial infarction,0.0,False,false
453,haloperidol,liver function test abnormal,acute liver injury,0.0,true,true
454,ibutilide,renal failure,acute kidney injury,0.0,true,true
455,mesalamine,liver function test abnormal,acute liver injury,0.0,True,true
456,foscarnet,renal impairment,acute kidney injury,0.0,true,true
457,carmustine,hepatotoxicity,acute liver injury,0.0,true,true
458,pentostatin,liver function test abnormal,acute liver injury,0.0,true,true
459,lovastatin,hepatic enzyme abnormal,acute liver injury,0.0,true,true
460,trastuzumab,renal failure,acute kidney injury,0.0,false,false
461,trastuzumab,renal impairment,acute kidney injury,0.0,false,false
462,voriconazole,renal failure,acute kidney injury,0.0,true,true
463,tinidazole,acute hepatic failure,acute liver injury,0.0,false,false
464,alvimopan,myocardial infarction,acute myocardial infarction,0.0,False,false
465,bendamustine,acute kidney injury,acute kidney injury,0.0,true,true
466,tipranavir,hepatic failure,acute liver injury,1.0,true,true
467,iloprost,renal failure,acute kidney injury,0.0,true,true
468,amifostine,renal failure,acute kidney injury,0.0,True,true
469,fluvoxamine,liver function test abnormal,acute liver injury,0.0,True,true
470,procarbazine,haematemesis,gi bleed,0.0,True,true
471,tocilizumab,hepatic failure,acute liver injury,0.0,false,false
472,fexinidazole,hepatic failure,acute liver injury,0.0,True,true
473,elotuzumab,renal failure,acute kidney injury,0.0,true,true
474,vincristine,myocardial infarction,acute myocardial infarction,0.0,False,false
475,sacituzumab,acute kidney injury,acute kidney injury,0.0,false,false
476,sparsentan,hepatotoxicity,acute liver injury,0.0,True,true
477,dotatate,renal impairment,acute kidney injury,0.0,true,true
478,venetoclax,gastrointestinal haemorrhage,gi bleed,0.0,true,true
479,ziconotide,acute kidney injury,acute kidney injury,0.0,true,true
480,maralixibat,gastrointestinal haemorrhage,gi bleed,0.0,true,true
481,adalimumab,acute hepatic failure,acute liver injury,0.0,False,false
482,polatuzumab vedotin,hepatotoxicity,acute liver injury,0.0,true,true
483,"fecal microbiota spores, live",renal impairment,acute kidney injury,0.0,true,true
484,ferumoxytol,myocardial infarction,acute myocardial infarction,0.0,False,false
485,omaveloxolone,hepatic enzyme increased,acute liver injury,0.0,true,true
486,atezolizumab,gastrointestinal haemorrhage,gi bleed,0.0,true,true
487,cobimetinib,haematemesis,gi bleed,0.0,True,true
488,cobimetinib,liver function test abnormal,acute liver injury,0.0,true,true
489,brentuximab vedotin,hepatotoxicity,acute liver injury,0.0,true,true
490,blinatumomab,hepatic enzyme increased,acute liver injury,0.0,true,true
491,capmatinib,acute kidney injury,acute kidney injury,0.0,true,true
492,isopropyl alcohol,hepatic necrosis,acute liver injury,0.0,false,false
493,allogeneic processed thymus tissue,renal failure,acute kidney injury,0.0,true,true
494,allogeneic processed thymus tissue,renal impairment,acute kidney injury,0.0,true,true
495,allogeneic processed thymus tissue,acute kidney injury,acute kidney injury,0.0,true,true
496,trastuzumab,hepatic enzyme increased,acute liver injury,0.0,false,false
497,daprodustat,myocardial infarction,acute myocardial infarction,0.0,False,false
498,oxandrolone,hepatic failure,acute liver injury,0.0,false,false
499,valproate,liver injury,acute liver injury,1.0,true,true
500,acetaminophen,liver injury,acute liver injury,0.0,true,true
501,tolvaptan,hepatotoxicity,acute liver injury,0.0,true,true
502,tolvaptan,acute hepatic failure,acute liver injury,0.0,true,true
503,upadacitinib,myocardial infarction,acute myocardial infarction,0.0,False,false
504,ruxolitinib,myocardial infarction,acute myocardial infarction,0.0,False,false
505,hydrochlorothiazide,renal failure,acute kidney injury,1.0,true,true
506,zolpidem,myocardial infarction,acute myocardial infarction,0.0,False,false
507,secobarbital,liver injury,acute liver injury,0.0,true,true
508,cephalexin,renal impairment,acute kidney injury,0.0,false,false
509,disopyramide,hepatic enzyme increased,acute liver injury,0.0,true,true
510,valproate,hepatotoxicity,acute liver injury,1.0,true,true
511,nitrofurantoin,renal impairment,acute kidney injury,0.0,true,true
512,sumatriptan,myocardial infarction,acute myocardial infarction,1.0,False,false
513,allopurinol,hepatic necrosis,acute liver injury,1.0,True,true
514,amitriptyline,myocardial infarction,acute myocardial infarction,0.0,False,false
515,prochlorperazine,liver injury,acute liver injury,0.0,false,false
516,tizanidine,gastrointestinal haemorrhage,gi bleed,0.0,true,true
517,paroxetine,haematemesis,gi bleed,0.0,False,false
518,mesalamine,gastrointestinal haemorrhage,gi bleed,0.0,True,true
519,lamivudine,renal failure,acute kidney injury,0.0,false,false
520,simvastatin,hepatic failure,acute liver injury,0.0,true,true
521,mirtazapine,liver function test abnormal,acute liver injury,0.0,true,true
522,olanzapine,hepatic failure,acute liver injury,0.0,false,false
523,raltegravir,renal failure,acute kidney injury,0.0,false,false
524,darunavir,hepatic enzyme increased,acute liver injury,1.0,true,true
525,progesterone,hepatic failure,acute liver injury,0.0,False,false
526,progesterone,hepatic necrosis,acute liver injury,0.0,False,false
527,progesterone,hepatic enzyme increased,acute liver injury,0.0,True,true
528,pioglitazone,hepatic failure,acute liver injury,1.0,True,true
529,imiquimod,myocardial infarction,acute myocardial infarction,0.0,False,false
530,ketorolac,haematemesis,gi bleed,1.0,true,true
531,vardenafil,myocardial infarction,acute myocardial infarction,0.0,False,false
532,lansoprazole,liver function test abnormal,acute liver injury,0.0,True,true
533,pilocarpine,liver function test abnormal,acute liver injury,0.0,True,true
534,varenicline,acute kidney injury,acute kidney injury,0.0,true,true
535,rasagiline,gastrointestinal haemorrhage,gi bleed,0.0,false,false
536,eletriptan,liver function test abnormal,acute liver injury,0.0,True,true
537,cilostazol,gastrointestinal haemorrhage,gi bleed,0.0,true,true
538,losartan,renal impairment,acute kidney injury,0.0,false,false
539,ergocalciferol,renal failure,acute kidney injury,0.0,False,false
540,fosinopril,hepatic failure,acute liver injury,0.0,false,false
541,zidovudine,hepatic failure,acute liver injury,1.0,false,false
542,mycophenolate mofetil,acute kidney injury,acute kidney injury,0.0,true,true
543,rosuvastatin,hepatic enzyme abnormal,acute liver injury,0.0,True,true
544,diflunisal,renal impairment,acute kidney injury,1.0,true,true
545,milrinone,liver function test abnormal,acute liver injury,0.0,true,true
546,propylthiouracil,liver injury,acute liver injury,1.0,true,true
547,dexlansoprazole,acute kidney injury,acute kidney injury,0.0,true,true
548,ciprofloxacin,renal impairment,acute kidney injury,0.0,true,true
549,escitalopram,hepatic necrosis,acute liver injury,0.0,false,false
550,simvastatin,myocardial infarction,acute myocardial infarction,0.0,false,false
551,disulfiram,hepatic failure,acute liver injury,1.0,True,true
552,naltrexone,hepatocellular injury,acute liver injury,0.0,True,true
553,betaxolol,myocardial infarction,acute myocardial infarction,0.0,False,false
554,desvenlafaxine,liver function test abnormal,acute liver injury,0.0,true,true
555,valproate,hepatic failure,acute liver injury,1.0,true,true
556,gemcitabine,renal failure,acute kidney injury,0.0,true,true
557,demeclocycline,hepatic failure,acute liver injury,0.0,true,true
558,ganciclovir,renal impairment,acute kidney injury,0.0,true,true
559,clozapine,myocardial infarction,acute myocardial infarction,0.0,False,false
560,sildenafil,myocardial infarction,acute myocardial infarction,0.0,False,false
561,tramadol,renal failure,acute kidney injury,0.0,false,false
562,diclofenac,acute kidney injury,acute kidney injury,0.0,true,true
563,procainamide,hepatic enzyme increased,acute liver injury,0.0,true,true
564,iloperidone,acute kidney injury,acute kidney injury,0.0,true,true
565,albendazole,acute kidney injury,acute kidney injury,0.0,False,false
566,fosphenytoin,gastrointestinal haemorrhage,gi bleed,0.0,true,true
567,fludarabine,hepatic failure,acute liver injury,0.0,True,true
568,zoledronic acid,acute kidney injury,acute kidney injury,0.0,true,true
569,leflunomide,hepatotoxicity,acute liver injury,0.0,true,true
570,toremifene,myocardial infarction,acute myocardial infarction,0.0,False,false
571,dolutegravir,renal impairment,acute kidney injury,0.0,true,true
572,quetiapine,hepatic necrosis,acute liver injury,0.0,false,false
573,cyclosporine,hepatic failure,acute liver injury,1.0,true,true
574,bexarotene,liver function test abnormal,acute liver injury,0.0,true,true
575,sevelamer,gastrointestinal haemorrhage,gi bleed,0.0,False,false
576,semaglutide,acute kidney injury,acute kidney injury,0.0,true,true
577,deferasirox,liver function test abnormal,acute liver injury,0.0,true,true
578,cyclophosphamide,renal failure,acute kidney injury,0.0,true,true
579,micafungin,liver function test abnormal,acute liver injury,0.0,true,true
580,mannitol,acute kidney injury,acute kidney injury,0.0,true,true
581,eravacycline,renal impairment,acute kidney injury,0.0,true,true
582,infliximab,acute hepatic failure,acute liver injury,1.0,false,false
583,rituximab,myocardial infarction,acute myocardial infarction,0.0,false,false
584,mycophenolic acid,renal impairment,acute kidney injury,0.0,true,true
585,ibuprofen,renal failure,acute kidney injury,1.0,True,true
586,peginterferon alfa-2a,gastrointestinal haemorrhage,gi bleed,0.0,true,true
587,potassium iodide,gastrointestinal haemorrhage,gi bleed,0.0,false,false
588,delafloxacin,renal failure,acute kidney injury,0.0,true,true
589,6-aminocaproic acid,acute kidney injury,acute kidney injury,0.0,True,true
590,dalbavancin,hepatotoxicity,acute liver injury,0.0,false,false
591,amifostine,myocardial infarction,acute myocardial infarction,0.0,False,false
592,vorinostat,gastrointestinal haemorrhage,gi bleed,0.0,true,true
593,alteplase,myocardial infarction,acute myocardial infarction,0.0,True,true
594,pentamidine,renal impairment,acute kidney injury,0.0,True,true
595,selpercatinib,gastrointestinal haemorrhage,gi bleed,0.0,true,true
596,alogliptin,renal impairment,acute kidney injury,0.0,true,true
597,goserelin,renal failure,acute kidney injury,0.0,false,false
598,carfilzomib,acute kidney injury,acute kidney injury,0.0,true,true
599,thiotepa,gastrointestinal haemorrhage,gi bleed,0.0,true,true
600,canagliflozin,renal impairment,acute kidney injury,0.0,true,true
601,asparaginase,hepatotoxicity,acute liver injury,0.0,true,true
602,dapagliflozin,acute kidney injury,acute kidney injury,0.0,true,true
603,iron sucrose,myocardial infarction,acute myocardial infarction,0.0,False,false
604,isoflurane,renal failure,acute kidney injury,0.0,true,true
605,isoflurane,acute kidney injury,acute kidney injury,0.0,true,true
606,tucatinib,hepatocellular injury,acute liver injury,0.0,True,true
607,aripiprazole,liver function test abnormal,acute liver injury,0.0,True,true
608,nafarelin,myocardial infarction,acute myocardial infarction,0.0,False,false
609,cabotegravir,hepatotoxicity,acute liver injury,0.0,True,true
610,lorlatinib,myocardial infarction,acute myocardial infarction,0.0,False,false
611,vemurafenib,hepatotoxicity,acute liver injury,0.0,true,true
612,vemurafenib,renal failure,acute kidney injury,0.0,true,true
613,pomalidomide,gastrointestinal haemorrhage,gi bleed,0.0,true,true
614,tretinoin,hepatotoxicity,acute liver injury,0.0,false,false
615,amobarbital,liver injury,acute liver injury,0.0,true,true
616,polatuzumab vedotin,renal failure,acute kidney injury,0.0,true,true
617,estramustine,myocardial infarction,acute myocardial infarction,0.0,False,false
618,abemaciclib,myocardial infarction,acute myocardial infarction,0.0,False,false
619,atezolizumab,hepatocellular injury,acute liver injury,0.0,True,true
620,tezepelumab,myocardial infarction,acute myocardial infarction,0.0,False,false
621,cobimetinib,acute kidney injury,acute kidney injury,0.0,true,true
622,capmatinib,hepatotoxicity,acute liver injury,0.0,True,true
623,cabazitaxel,renal impairment,acute kidney injury,0.0,true,true
624,cabazitaxel,acute kidney injury,acute kidney injury,0.0,true,true
625,eltrombopag,hepatic failure,acute liver injury,0.0,True,true
626,ceritinib,myocardial infarction,acute myocardial infarction,0.0,False,false
627,dihematoporphyrin ether,haematemesis,gi bleed,0.0,False,false
628,obinutuzumab,hepatotoxicity,acute liver injury,0.0,false,false
629,trastuzumab,hepatotoxicity,acute liver injury,0.0,false,false
630,trametinib,renal failure,acute kidney injury,0.0,false,false
631,enfortumab,acute kidney injury,acute kidney injury,0.0,true,true
632,tirzepatide,acute kidney injury,acute kidney injury,0.0,true,true
633,cabozantinib,hepatic enzyme increased,acute liver injury,0.0,true,true
634,nefazodone,hepatocellular injury,acute liver injury,1.0,true,true
635,lamivudine,hepatotoxicity,acute liver injury,1.0,false,false
636,ribavirin,myocardial infarction,acute myocardial infarction,0.0,False,false
637,nadolol,myocardial infarction,acute myocardial infarction,0.0,False,false
638,amiloride,renal failure,acute kidney injury,0.0,True,true
639,mexiletine,liver injury,acute liver injury,0.0,True,true
640,fenoprofen,myocardial infarction,acute myocardial infarction,1.0,True,true
641,gentamicin,renal impairment,acute kidney injury,0.0,true,true
642,acitretin,hepatotoxicity,acute liver injury,0.0,true,true
643,propranolol,myocardial infarction,acute myocardial infarction,0.0,True,true
644,teriflunomide,acute hepatic failure,acute liver injury,0.0,true,true
645,ketorolac,acute kidney injury,acute kidney injury,1.0,true,true
646,cefuroxime,renal impairment,acute kidney injury,0.0,True,true
647,nefazodone,liver function test abnormal,acute liver injury,1.0,true,true
648,sumatriptan,haematemesis,gi bleed,0.0,True,true
649,gabapentin,liver function test abnormal,acute liver injury,0.0,True,true
650,testosterone,liver function test abnormal,acute liver injury,0.0,True,true
651,allopurinol,gastrointestinal haemorrhage,gi bleed,0.0,false,false
652,zaleplon,liver function test abnormal,acute liver injury,0.0,True,true
653,propoxyphene,liver function test abnormal,acute liver injury,0.0,true,true
654,diclofenac,haematemesis,gi bleed,0.0,true,true
655,ciprofloxacin,renal failure,acute kidney injury,0.0,True,true
656,oxaprozin,haematemesis,gi bleed,1.0,True,true
657,oxaprozin,hepatic failure,acute liver injury,1.0,True,true
658,clopidogrel,hepatic enzyme increased,acute liver injury,0.0,true,true
659,fluvoxamine,haematemesis,gi bleed,0.0,false,false
660,tetracycline,hepatic failure,acute liver injury,0.0,True,true
661,sertraline,myocardial infarction,acute myocardial infarction,0.0,false,false
662,mesalamine,hepatic failure,acute liver injury,0.0,False,false
663,fluoxetine,gastrointestinal haemorrhage,gi bleed,1.0,false,false
664,phenytoin,liver injury,acute liver injury,0.0,true,true
665,isoniazid,liver injury,acute liver injury,1.0,true,true
666,tramadol,hepatic enzyme increased,acute liver injury,0.0,true,true
667,rifampin,acute kidney injury,acute kidney injury,0.0,false,false
668,quetiapine,acute kidney injury,acute kidney injury,0.0,False,false
669,duloxetine,myocardial infarction,acute myocardial infarction,0.0,False,false
670,fenofibrate,liver function test abnormal,acute liver injury,0.0,True,true
671,carvedilol,renal failure,acute kidney injury,0.0,True,true
672,ketorolac,renal failure,acute kidney injury,1.0,True,true
673,glipizide,liver injury,acute liver injury,0.0,false,false
674,etodolac,renal failure,acute kidney injury,1.0,true,true
675,varenicline,liver function test abnormal,acute liver injury,0.0,true,true
676,ropinirole,acute kidney injury,acute kidney injury,0.0,false,false
677,dicloxacillin,hepatotoxicity,acute liver injury,0.0,false,false
678,ketoprofen,gastrointestinal haemorrhage,gi bleed,1.0,true,true
679,prasugrel,gastrointestinal haemorrhage,gi bleed,0.0,true,true
680,propafenone,liver function test abnormal,acute liver injury,0.0,true,true
681,propafenone,myocardial infarction,acute myocardial infarction,0.0,True,true
682,diflunisal,renal failure,acute kidney injury,1.0,true,true
683,oxcarbazepine,haematemesis,gi bleed,0.0,True,true
684,auranofin,gastrointestinal haemorrhage,gi bleed,0.0,true,true
685,escitalopram,gastrointestinal haemorrhage,gi bleed,1.0,false,false
686,anagrelide,renal failure,acute kidney injury,0.0,true,true
687,maraviroc,myocardial infarction,acute myocardial infarction,0.0,False,false
688,almotriptan,myocardial infarction,acute myocardial infarction,1.0,False,false
689,candesartan,renal impairment,acute kidney injury,1.0,True,true
690,cidofovir,hepatic necrosis,acute liver injury,0.0,True,true
691,olsalazine,hepatocellular injury,acute liver injury,0.0,True,true
692,clozapine,hepatic failure,acute liver injury,1.0,True,true
693,clozapine,liver injury,acute liver injury,1.0,true,true
694,itraconazole,renal impairment,acute kidney injury,0.0,true,true
695,acamprosate,acute kidney injury,acute kidney injury,0.0,true,true
696,paclitaxel,hepatic necrosis,acute liver injury,0.0,false,false
697,procainamide,hepatic failure,acute liver injury,0.0,true,true
698,dofetilide,liver injury,acute liver injury,0.0,true,true
699,oxaliplatin,gastrointestinal haemorrhage,gi bleed,0.0,false,false
700,mitomycin,haematemesis,gi bleed,0.0,True,true
701,carbidopa,myocardial infarction,acute myocardial infarction,0.0,False,false
702,valganciclovir,renal failure,acute kidney injury,0.0,true,true
703,voriconazole,liver function test abnormal,acute liver injury,1.0,true,true
704,docetaxel,hepatotoxicity,acute liver injury,0.0,true,true
705,piroxicam,hepatotoxicity,acute liver injury,1.0,true,true
706,ambrisentan,liver injury,acute liver injury,0.0,true,true
707,ifosfamide,renal impairment,acute kidney injury,0.0,true,true
708,bortezomib,haematemesis,gi bleed,0.0,True,true
709,decitabine,liver function test abnormal,acute liver injury,0.0,True,true
710,flurbiprofen,hepatotoxicity,acute liver injury,0.0,true,true
711,cefotaxime,acute kidney injury,acute kidney injury,0.0,true,true
712,megestrol,renal failure,acute kidney injury,0.0,false,false
713,protriptyline,myocardial infarction,acute myocardial infarction,0.0,False,false
714,palonosetron,hepatic enzyme increased,acute liver injury,0.0,False,false
715,cyclophosphamide,gastrointestinal haemorrhage,gi bleed,0.0,true,true
716,nafcillin,hepatic failure,acute liver injury,0.0,true,true
717,liraglutide,renal failure,acute kidney injury,0.0,false,false
718,epinephrine,renal failure,acute kidney injury,0.0,False,false
719,chlorthalidone,renal impairment,acute kidney injury,0.0,true,true
720,fenoldopam,myocardial infarction,acute myocardial infarction,0.0,False,false
721,gemtuzumab ozogamicin,hepatic failure,acute liver injury,0.0,true,true
722,pentostatin,hepatic enzyme increased,acute liver injury,0.0,true,true
723,romidepsin,acute kidney injury,acute kidney injury,0.0,true,true
724,tinidazole,hepatic failure,acute liver injury,0.0,false,false
725,prednisolone,myocardial infarction,acute myocardial infarction,0.0,False,false
726,allopurinol,renal impairment,acute kidney injury,1.0,True,true
727,mefenamate,gastrointestinal haemorrhage,gi bleed,1.0,true,true
728,delafloxacin,hepatic enzyme increased,acute liver injury,0.0,true,true
729,glatiramer,haematemesis,gi bleed,0.0,False,false
730,ketorolac,hepatotoxicity,acute liver injury,1.0,True,true
731,pemetrexed,acute kidney injury,acute kidney injury,0.0,true,true
732,neratinib,acute kidney injury,acute kidney injury,0.0,true,true
733,sevoflurane,hepatic necrosis,acute liver injury,0.0,true,true
734,secnidazole,acute hepatic failure,acute liver injury,0.0,False,false
735,eculizumab,renal impairment,acute kidney injury,0.0,True,true
736,bosutinib,renal failure,acute kidney injury,0.0,true,true
737,enasidenib,renal failure,acute kidney injury,0.0,true,true
738,desflurane,hepatic necrosis,acute liver injury,0.0,false,false
739,ceftaroline fosamil,renal failure,acute kidney injury,0.0,true,true
740,canagliflozin,acute kidney injury,acute kidney injury,0.0,true,true
741,empagliflozin,acute kidney injury,acute kidney injury,0.0,true,true
742,sevoflurane,hepatic failure,acute liver injury,0.0,false,false
743,benznidazole,hepatic failure,acute liver injury,0.0,true,true
744,apalutamide,acute kidney injury,acute kidney injury,0.0,true,true
745,belantamab mafodotin,renal impairment,acute kidney injury,0.0,true,true
746,rezafungin,acute kidney injury,acute kidney injury,0.0,true,true
747,cobimetinib,hepatotoxicity,acute liver injury,0.0,true,true
748,macitentan,liver injury,acute liver injury,0.0,true,true
749,panitumumab,acute kidney injury,acute kidney injury,0.0,false,false
750,ipilimumab,hepatic enzyme increased,acute liver injury,0.0,true,true
751,octreotide,renal failure,acute kidney injury,0.0,false,false
752,basiliximab,gastrointestinal haemorrhage,gi bleed,0.0,false,false
753,ceritinib,hepatotoxicity,acute liver injury,0.0,true,true
754,ponesimod,hepatic enzyme increased,acute liver injury,0.0,True,true
755,brigatinib,hepatotoxicity,acute liver injury,0.0,true,true
756,avanafil,myocardial infarction,acute myocardial infarction,0.0,False,false
757,abatacept,acute kidney injury,acute kidney injury,0.0,false,false
758,bempedoic acid,hepatic enzyme increased,acute liver injury,0.0,True,true
759,cabozantinib,liver function test abnormal,acute liver injury,0.0,true,true
760,bedaquiline,hepatotoxicity,acute liver injury,0.0,true,true
761,binimetinib,hepatotoxicity,acute liver injury,0.0,True,true
762,binimetinib,acute kidney injury,acute kidney injury,0.0,true,true
763,nefazodone,liver injury,acute liver injury,1.0,true,true
764,mexiletine,myocardial infarction,acute myocardial infarction,0.0,False,false
765,teriflunomide,hepatic failure,acute liver injury,0.0,true,true
766,sofosbuvir,hepatic failure,acute liver injury,0.0,false,false
767,methamphetamine,myocardial infarction,acute myocardial infarction,0.0,True,true
768,meloxicam,hepatic failure,acute liver injury,0.0,False,false
769,flurbiprofen,hepatic enzyme increased,acute liver injury,0.0,true,true
770,atenolol,renal failure,acute kidney injury,0.0,false,false
771,propafenone,renal failure,acute kidney injury,0.0,true,true
772,ibuprofen,acute kidney injury,acute kidney injury,1.0,true,true
773,ceftibuten,renal impairment,acute kidney injury,0.0,true,true
774,diclofenac,hepatic failure,acute liver injury,0.0,True,true
775,diclofenac,hepatic enzyme increased,acute liver injury,0.0,true,true
776,doxycycline,hepatotoxicity,acute liver injury,0.0,false,false
777,ciprofloxacin,gastrointestinal haemorrhage,gi bleed,0.0,false,false
778,ciprofloxacin,hepatic failure,acute liver injury,1.0,false,false
779,pantoprazole,gastrointestinal haemorrhage,gi bleed,0.0,true,true
780,pantoprazole,hepatocellular injury,acute liver injury,0.0,False,false
781,mesalamine,hepatotoxicity,acute liver injury,0.0,False,false
782,perphenazine,liver injury,acute liver injury,0.0,true,true
783,nabumetone,hepatic failure,acute liver injury,0.0,false,false
784,nabumetone,myocardial infarction,acute myocardial infarction,1.0,False,false
785,zafirlukast,hepatic failure,acute liver injury,1.0,true,true
786,erythromycin,renal failure,acute kidney injury,0.0,true,true
787,leflunomide,liver injury,acute liver injury,0.0,true,true
788,milnacipran,acute kidney injury,acute kidney injury,0.0,True,true
789,pramipexole,myocardial infarction,acute myocardial infarction,0.0,False,false
790,ropinirole,gastrointestinal haemorrhage,gi bleed,0.0,false,false
791,ketoprofen,haematemesis,gi bleed,1.0,True,true
792,febuxostat,haematemesis,gi bleed,0.0,True,true
793,leuprolide,gastrointestinal haemorrhage,gi bleed,0.0,True,true
794,colesevelam,myocardial infarction,acute myocardial infarction,0.0,False,false
795,balsalazide,hepatocellular injury,acute liver injury,0.0,True,true
796,balsalazide,renal failure,acute kidney injury,0.0,true,true
797,morphine,liver function test abnormal,acute liver injury,0.0,True,true
798,cyclosporine,renal failure,acute kidney injury,1.0,true,true
799,cevimeline,myocardial infarction,acute myocardial infarction,0.0,False,false
800,tolmetin,renal failure,acute kidney injury,0.0,true,true
801,prednisone,myocardial infarction,acute myocardial infarction,0.0,False,false
802,tadalafil,renal impairment,acute kidney injury,0.0,True,true
803,irbesartan,myocardial infarction,acute myocardial infarction,0.0,False,false
804,irbesartan,renal impairment,acute kidney injury,0.0,true,true
805,lisdexamfetamine,myocardial infarction,acute myocardial infarction,0.0,False,false
806,erlotinib,liver function test abnormal,acute liver injury,0.0,true,true
807,erlotinib,myocardial infarction,acute myocardial infarction,0.0,False,false
808,exenatide,renal impairment,acute kidney injury,0.0,true,true
809,pioglitazone,hepatotoxicity,acute liver injury,1.0,true,true
810,minocycline,renal failure,acute kidney injury,0.0,true,true
811,loxapine,hepatocellular injury,acute liver injury,0.0,false,false
812,fluphenazine,liver injury,acute liver injury,0.0,false,false
813,ethacrynate,liver function test abnormal,acute liver injury,0.0,true,true
814,galantamine,gastrointestinal haemorrhage,gi bleed,0.0,true,true
815,ranolazine,renal impairment,acute kidney injury,0.0,True,true
816,meropenem,hepatic failure,acute liver injury,0.0,false,false
817,baclofen,gastrointestinal haemorrhage,gi bleed,0.0,True,true
818,dofetilide,myocardial infarction,acute myocardial infarction,0.0,True,true
819,argatroban,haematemesis,gi bleed,0.0,true,true
820,triamterene,acute kidney injury,acute kidney injury,0.0,true,true
821,plazomicin,renal impairment,acute kidney injury,0.0,true,true
822,temsirolimus,renal failure,acute kidney injury,0.0,true,true
823,atovaquone,hepatic failure,acute liver injury,0.0,False,false
824,voriconazole,myocardial infarction,acute myocardial infarction,0.0,False,false
825,toremifene,hepatotoxicity,acute liver injury,0.0,true,true
826,aldesleukin,haematemesis,gi bleed,0.0,True,true
827,tolcapone,hepatocellular injury,acute liver injury,1.0,True,true
828,ambrisentan,hepatotoxicity,acute liver injury,0.0,True,true
829,methotrexate,renal failure,acute kidney injury,0.0,true,true
830,cefixime,renal impairment,acute kidney injury,0.0,false,false
831,cladribine,acute kidney injury,acute kidney injury,0.0,true,true
832,mitoxantrone,myocardial infarction,acute myocardial infarction,0.0,true,true
833,teriflunomide,hepatotoxicity,acute liver injury,0.0,true,true
834,methylphenidate,hepatocellular injury,acute liver injury,0.0,false,false
835,micafungin,renal failure,acute kidney injury,0.0,false,false
836,hydroxychloroquine,hepatic failure,acute liver injury,0.0,False,false
837,fenofibrate,hepatotoxicity,acute liver injury,0.0,true,true
838,vorapaxar,gastrointestinal haemorrhage,gi bleed,0.0,true,true
839,phenylephrine,myocardial infarction,acute myocardial infarction,0.0,False,false
840,goserelin,myocardial infarction,acute myocardial infarction,0.0,False,false
841,saquinavir,gastrointestinal haemorrhage,gi bleed,0.0,true,true
842,caspofungin,renal failure,acute kidney injury,0.0,false,false
843,caspofungin,hepatic enzyme increased,acute liver injury,1.0,True,true
844,betamethasone,myocardial infarction,acute myocardial infarction,0.0,False,false
845,rifapentine,hepatotoxicity,acute liver injury,0.0,true,true
846,hydroxocobalamin,acute kidney injury,acute kidney injury,0.0,False,false
847,infliximab,hepatotoxicity,acute liver injury,1.0,False,false
848,duvelisib,hepatotoxicity,acute liver injury,0.0,true,true
849,tretinoin,gastrointestinal haemorrhage,gi bleed,0.0,false,false
850,arformoterol,myocardial infarction,acute myocardial infarction,0.0,True,true
851,alectinib,renal impairment,acute kidney injury,0.0,true,true
852,tipranavir,liver function test abnormal,acute liver injury,1.0,true,true
853,romosozumab,myocardial infarction,acute myocardial infarction,0.0,False,false
854,vorinostat,myocardial infarction,acute myocardial infarction,0.0,False,false
855,lumateperone,liver function test abnormal,acute liver injury,0.0,True,true
856,fingolimod,liver injury,acute liver injury,0.0,true,true
857,mitomycin,acute kidney injury,acute kidney injury,0.0,true,true
858,enasidenib,acute kidney injury,acute kidney injury,0.0,true,true
859,nintedanib,myocardial infarction,acute myocardial infarction,0.0,False,false
860,amikacin,renal impairment,acute kidney injury,0.0,true,true
861,dapagliflozin,renal impairment,acute kidney injury,0.0,true,true
862,ticagrelor,acute kidney injury,acute kidney injury,0.0,true,true
863,nafarelin,liver injury,acute liver injury,0.0,false,false
864,venetoclax,acute kidney injury,acute kidney injury,0.0,true,true
865,oliceridine,renal failure,acute kidney injury,0.0,True,true
